Temperatur (C)	Luftfugtighed (%)	Afstand (mm)	
22.40	77.00	6.31
22.30	77.00	6.53
22.40	77.00	6.25
22.30	77.00	6.01
22.40	77.00	6.09
22.40	77.00	5.44
22.40	77.00	6.29
22.40	77.00	5.62
22.30	77.00	6.59
22.40	77.00	6.29
22.40	77.00	6.26
22.20	77.00	6.31
22.40	77.00	6.25
22.30	77.00	6.34
22.30	77.00	6.29
22.40	77.00	6.19
22.30	77.00	6.32
22.40	77.00	6.24
22.40	77.00	6.34
22.40	77.00	6.21
22.40	77.00	6.34
22.30	77.00	6.31
22.30	77.00	6.25
22.30	77.00	6.35
22.30	77.00	5.61
22.30	77.00	6.25
22.40	77.00	6.18
22.30	77.00	6.59
22.30	77.00	6.37
22.30	76.00	6.26
22.30	76.00	6.34
22.30	76.00	6.25
22.30	76.00	6.29
22.20	76.00	6.26
22.30	76.00	6.26
22.30	76.00	6.34
22.30	76.00	6.24
22.40	76.00	6.24
22.30	76.00	6.24
22.30	76.00	6.28
22.30	76.00	6.35
22.40	76.00	6.19
22.40	76.00	6.15
22.30	76.00	6.28
22.30	77.00	6.19
22.30	76.00	6.25
22.30	77.00	6.25
22.40	77.00	6.19
22.40	77.00	6.25
22.30	77.00	5.62
22.30	76.00	6.28
22.30	76.00	6.24
22.30	76.00	6.19
22.40	76.00	6.25
22.40	76.00	6.18
22.40	77.00	6.28
22.40	77.00	6.34
22.40	77.00	6.46
22.40	76.00	6.28
22.40	77.00	6.19
22.30	77.00	6.24
22.20	77.00	6.57
22.40	77.00	6.56
22.30	77.00	6.29
22.40	77.00	5.56
22.40	77.00	6.61
22.40	77.00	6.26
22.40	77.00	6.26
22.30	77.00	6.22
22.40	77.00	6.21
22.40	77.00	6.25
22.30	77.00	6.21
22.40	77.00	6.22
22.40	77.00	6.28
22.30	77.00	5.58
22.30	77.00	6.26
22.30	77.00	6.19
22.30	77.00	6.25
22.30	77.00	6.25
22.30	77.00	6.18
22.40	77.00	6.28
22.40	77.00	6.18
22.40	77.00	6.26
22.40	77.00	6.22
22.30	77.00	6.19
22.30	77.00	6.28
22.40	77.00	6.42
22.40	77.00	6.15
22.40	77.00	6.56
22.40	77.00	5.42
22.40	77.00	6.46
22.40	77.00	6.22
22.30	77.00	6.28
22.30	77.00	6.16
22.40	77.00	6.28
22.40	77.00	6.22
22.40	77.00	6.18
22.40	77.00	6.26
22.30	77.00	6.19
22.40	77.00	6.28
22.40	77.00	6.19
22.40	77.00	6.25
22.40	77.00	6.25
22.40	77.00	6.18
22.40	77.00	6.26
22.40	77.00	5.52
22.40	77.00	6.24
22.40	77.00	6.18
22.30	77.00	6.25
22.40	77.00	6.22
22.30	77.00	6.21
22.40	77.00	6.25
22.40	77.00	6.19
22.40	77.00	6.26
22.40	77.00	6.19
22.40	77.00	6.28
22.30	77.00	6.19
22.40	77.00	6.26
22.40	77.00	6.21
22.30	77.00	6.22
22.40	77.00	6.22
22.40	78.00	6.22
22.40	77.00	6.26
22.40	77.00	6.16
22.40	77.00	6.26
22.40	77.00	6.18
22.30	77.00	6.21
22.40	77.00	6.25
22.30	76.00	6.53
22.40	76.00	6.21
22.40	76.00	6.18
22.40	76.00	6.22
22.40	76.00	6.26
22.30	76.00	6.62
22.30	75.00	6.29
22.40	76.00	6.22
22.40	75.00	5.96
22.40	75.00	6.22
22.30	75.00	6.16
22.30	75.00	6.26
22.40	75.00	6.21
22.30	75.00	6.22
22.30	75.00	6.25
22.30	75.00	6.01
22.30	75.00	6.26
22.40	75.00	6.21
22.30	75.00	6.26
22.30	76.00	6.46
22.40	75.00	6.43
22.30	76.00	6.35
22.40	76.00	6.51
22.30	75.00	6.15
22.40	76.00	6.43
22.40	75.00	6.19
22.30	75.00	6.15
22.30	75.00	6.22
22.40	75.00	6.15
22.30	75.00	6.22
22.40	75.00	6.19
22.40	75.00	6.15
22.30	75.00	6.54
22.40	75.00	6.21
22.40	75.00	5.40
22.30	75.00	6.15
22.30	75.00	6.15
22.30	75.00	6.24
22.30	75.00	6.29
22.40	75.00	6.35
22.40	75.00	6.25
22.40	75.00	6.16
22.40	74.00	6.22
22.40	74.00	6.13
22.30	74.00	6.18
22.30	75.00	6.18
22.30	74.00	6.13
22.30	74.00	6.43
22.40	74.00	6.18
22.30	74.00	6.19
22.30	75.00	6.21
22.30	74.00	6.18
22.40	75.00	6.22
22.30	74.00	6.15
22.30	75.00	6.13
22.40	75.00	6.22
22.30	75.00	6.16
22.30	75.00	6.19
22.30	75.00	6.21
22.40	75.00	6.15
22.40	75.00	6.49
22.40	75.00	5.62
22.40	75.00	6.25
22.40	75.00	6.09
22.30	75.00	6.46
22.40	75.00	5.96
22.40	75.00	6.45
22.30	75.00	6.25
22.40	75.00	6.16
22.40	75.00	5.90
22.40	75.00	6.46
22.40	75.00	6.16
22.40	75.00	6.18
22.40	76.00	6.18
22.40	75.00	6.16
22.40	75.00	6.22
22.40	75.00	6.13
22.30	75.00	5.54
22.40	75.00	6.21
22.30	75.00	6.13
22.40	75.00	6.21
22.40	75.00	6.16
22.40	75.00	6.16
22.40	75.00	6.19
22.30	75.00	6.19
22.40	75.00	6.15
22.30	75.00	6.19
22.30	75.00	6.13
22.40	75.00	6.37
22.40	75.00	5.94
22.30	75.00	6.46
22.40	75.00	6.12
22.40	75.00	6.11
22.40	75.00	6.21
22.40	75.00	6.18
22.30	75.00	6.18
22.30	75.00	6.19
22.40	75.00	5.52
22.40	75.00	6.21
22.40	75.00	6.18
22.40	75.00	6.19
22.30	75.00	6.21
22.40	75.00	6.13
22.40	75.00	6.21
22.30	75.00	6.13
22.30	75.00	6.18
22.40	75.00	6.21
22.40	75.00	6.16
22.40	75.00	6.24
22.30	75.00	6.15
22.30	74.00	5.59
22.30	74.00	6.19
22.40	74.00	5.58
22.30	74.00	6.21
22.30	74.00	6.13
22.40	74.00	6.24
22.30	74.00	6.15
22.30	74.00	5.93
22.40	74.00	6.21
22.40	74.00	5.48
22.40	74.00	6.21
22.30	74.00	6.16
22.30	75.00	6.16
22.40	75.00	6.19
22.30	75.00	6.15
22.40	75.00	6.22
22.30	75.00	6.16
22.40	75.00	6.18
22.30	75.00	6.57
22.40	75.00	6.19
22.40	75.00	6.21
22.40	75.00	6.16
22.30	75.00	6.19
22.30	75.00	6.21
22.30	75.00	6.15
22.30	75.00	6.26
22.40	75.00	6.05
22.40	75.00	6.57
22.40	75.00	6.11
22.40	75.00	6.34
22.40	75.00	6.45
22.40	75.00	6.38
22.40	75.00	6.21
22.40	75.00	5.50
22.30	75.00	6.12
22.30	75.00	6.21
22.40	75.00	6.16
22.40	75.00	6.16
22.40	75.00	6.13
22.40	75.00	5.47
22.40	75.00	6.21
22.40	75.00	6.15
22.30	75.00	6.21
22.40	76.00	6.21
22.40	76.00	6.12
22.40	76.00	6.24
22.40	76.00	6.11
22.30	76.00	6.19
22.40	75.00	6.25
22.40	76.00	6.08
22.40	75.00	6.34
22.40	75.00	6.15
22.40	76.00	6.13
22.30	75.00	6.15
22.40	76.00	5.94
22.40	75.00	6.15
22.40	75.00	6.11
22.40	76.00	5.54
22.30	75.00	6.21
22.30	75.00	6.12
22.40	75.00	6.18
22.40	76.00	6.13
22.30	76.00	6.12
22.40	76.00	6.15
22.40	76.00	5.42
22.40	75.00	6.02
22.40	76.00	6.13
22.40	76.00	5.41
22.40	76.00	6.22
22.40	76.00	6.49
22.40	76.00	6.34
22.40	76.00	6.15
22.30	76.00	6.11
22.40	76.00	6.16
22.40	76.00	6.09
22.40	76.00	6.16
22.40	75.00	6.15
22.40	76.00	6.12
22.40	76.00	6.15
22.40	76.00	6.11
22.30	76.00	6.16
22.40	76.00	6.09
22.40	76.00	6.13
22.40	76.00	6.16
22.40	76.00	6.11
22.40	76.00	6.18
22.40	76.00	6.15
22.40	76.00	6.11
22.40	76.00	6.19
22.40	76.00	6.12
22.40	76.00	6.11
22.40	76.00	6.16
22.40	76.00	6.12
22.30	76.00	6.12
22.40	76.00	6.29
22.40	76.00	5.58
22.40	76.00	6.32
22.40	76.00	6.12
22.40	76.00	6.09
22.40	76.00	6.15
22.40	76.00	6.11
22.40	76.00	6.16
22.40	76.00	6.13
22.40	76.00	6.13
22.40	76.00	6.19
22.30	76.00	5.39
22.40	76.00	6.18
22.40	76.00	6.09
22.40	76.00	6.15
22.30	76.00	6.13
22.30	76.00	5.97
22.40	76.00	6.06
22.40	76.00	6.04
22.40	76.00	6.18
22.40	76.00	6.21
22.40	76.00	6.11
22.30	76.00	6.19
22.40	76.00	6.13
22.40	76.00	6.13
22.40	76.00	6.19
22.40	76.00	6.09
22.40	76.00	6.18
22.40	76.00	6.09
22.40	76.00	6.13
22.30	76.00	6.15
22.40	76.00	6.11
22.40	76.00	5.86
22.40	76.00	6.01
22.40	76.00	6.12
22.30	76.00	6.12
22.40	76.00	6.12
22.40	76.00	6.16
22.40	76.00	6.09
22.40	76.00	5.55
22.30	76.00	6.13
22.40	76.00	5.44
22.40	76.00	6.16
22.40	76.00	6.08
22.40	76.00	6.16
22.40	76.00	6.15
22.30	76.00	6.12
22.40	75.00	6.29
22.40	75.00	6.24
22.40	75.00	6.38
22.40	75.00	6.22
22.40	75.00	6.11
22.40	75.00	6.19
22.30	75.00	6.11
22.40	75.00	6.06
22.40	75.00	6.12
22.30	75.00	6.13
22.40	75.00	6.18
22.40	75.00	6.13
22.30	75.00	6.12
22.30	75.00	6.18
22.40	75.00	6.11
22.40	75.00	6.00
22.40	75.00	6.04
22.40	74.00	5.56
22.40	74.00	5.83
22.40	74.00	6.45
22.40	74.00	6.15
22.40	74.00	6.46
22.40	75.00	5.94
22.40	74.00	5.92
22.40	74.00	6.01
22.30	74.00	6.09
22.30	74.00	6.06
22.40	74.00	6.11
22.40	74.00	6.09
22.40	75.00	6.06
22.30	75.00	6.31
22.40	75.00	6.18
22.30	75.00	5.97
22.40	75.00	5.98
22.40	74.00	6.02
22.40	75.00	5.48
22.40	75.00	5.84
22.40	75.00	6.12
22.30	75.00	6.11
22.40	75.00	6.42
22.40	75.00	6.01
22.40	75.00	6.32
22.40	75.00	6.32
22.40	75.00	6.02
22.40	75.00	6.09
22.30	75.00	6.06
22.30	75.00	6.12
22.40	75.00	6.09
22.40	75.00	6.05
22.40	75.00	6.11
22.40	75.00	6.04
22.40	75.00	5.89
22.40	75.00	6.42
22.40	75.00	6.13
22.40	75.00	6.12
22.40	75.00	6.00
22.40	75.00	6.11
22.40	75.00	6.09
22.40	75.00	5.41
22.30	75.00	6.11
22.30	75.00	6.12
22.30	75.00	6.09
22.40	75.00	6.12
22.40	75.00	6.06
22.40	75.00	6.13
22.40	75.00	6.11
22.30	75.00	6.06
22.40	75.00	6.02
22.40	75.00	5.85
22.40	75.00	6.09
22.30	75.00	6.12
22.40	74.00	5.42
22.40	74.00	6.12
22.40	74.00	6.11
22.30	74.00	5.44
22.30	74.00	6.11
22.40	74.00	6.05
22.40	74.00	6.11
22.30	74.00	6.12
22.30	74.00	6.08
22.40	73.00	6.12
22.30	73.00	6.08
22.30	73.00	6.13
22.30	73.00	6.21
22.40	73.00	6.12
22.30	73.00	6.09
22.30	73.00	6.05
22.30	73.00	5.93
22.30	73.00	6.04
22.40	73.00	6.08
22.30	73.00	6.12
22.30	72.00	5.40
22.30	72.00	6.13
22.30	72.00	6.08
22.30	73.00	6.13
22.30	73.00	6.09
22.30	73.00	6.09
22.30	72.00	6.12
22.30	72.00	6.08
22.30	72.00	6.43
22.40	72.00	5.90
22.30	72.00	5.88
22.40	72.00	6.11
22.30	72.00	6.05
22.30	72.00	6.15
22.30	72.00	6.05
22.20	72.00	5.43
22.30	72.00	6.11
22.30	72.00	6.06
22.30	72.00	6.13
22.30	72.00	6.08
22.40	72.00	6.05
22.30	72.00	6.19
22.30	72.00	6.04
22.40	72.00	6.09
22.30	72.00	6.06
22.30	73.00	6.06
22.30	73.00	6.05
22.30	73.00	6.08
22.30	73.00	6.06
22.30	73.00	6.00
22.30	73.00	5.79
22.40	73.00	6.12
22.40	73.00	5.36
22.40	74.00	6.06
22.40	74.00	6.02
22.40	74.00	6.08
22.40	74.00	6.02
22.40	74.00	6.04
22.40	74.00	6.06
22.40	74.00	6.06
22.30	74.00	6.09
22.40	74.00	6.00
22.40	74.00	6.09
22.40	74.00	6.06
22.40	74.00	5.35
22.40	74.00	6.06
22.30	74.00	6.04
22.40	74.00	6.05
22.40	74.00	6.08
22.40	74.00	6.02
22.30	74.00	6.05
22.40	74.00	6.00
22.40	74.00	6.09
22.40	74.00	6.37
22.40	73.00	6.35
22.40	73.00	5.97
22.40	73.00	6.01
22.40	73.00	6.01
22.40	73.00	5.94
22.40	73.00	5.97
22.40	73.00	6.11
22.30	73.00	6.04
22.40	73.00	5.74
22.40	73.00	5.90
22.40	73.00	5.88
22.30	73.00	5.83
22.40	73.00	6.02
22.40	73.00	5.93
22.40	73.00	6.06
22.30	73.00	6.00
22.30	73.00	6.06
22.40	73.00	6.02
22.30	73.00	6.05
22.40	73.00	6.11
22.30	73.00	6.04
22.40	73.00	6.09
22.30	73.00	6.02
22.40	73.00	6.06
22.30	73.00	6.35
22.40	73.00	6.04
22.40	73.00	6.09
22.40	73.00	6.05
22.40	73.00	6.00
22.40	73.00	6.06
22.30	73.00	6.02
22.40	73.00	6.05
22.40	74.00	6.06
22.40	74.00	6.02
22.40	74.00	6.08
22.40	74.00	6.01
22.30	74.00	6.34
22.40	74.00	5.79
22.40	74.00	5.98
22.40	74.00	5.96
22.40	74.00	6.31
22.40	74.00	5.43
22.30	74.00	5.96
22.40	74.00	5.88
22.40	75.00	5.81
22.40	75.00	6.05
22.40	75.00	5.83
22.40	75.00	6.01
22.40	75.00	5.35
22.30	75.00	6.06
22.40	75.00	5.97
22.40	75.00	6.04
22.40	75.00	5.97
22.40	75.00	6.02
22.40	75.00	6.16
22.40	75.00	6.00
22.30	75.00	6.32
22.40	75.00	5.84
22.40	75.00	5.98
22.40	75.00	6.06
22.30	75.00	5.96
22.40	75.00	6.02
22.40	75.00	6.02
22.40	75.00	5.98
22.30	75.00	6.06
22.30	75.00	5.97
22.40	75.00	6.04
22.40	75.00	5.98
22.40	75.00	6.00
22.40	75.00	5.98
22.40	75.00	5.96
22.40	75.00	6.05
22.30	74.00	5.98
22.40	74.00	6.00
22.30	74.00	6.04
22.40	74.00	5.98
22.40	74.00	6.01
22.40	74.00	5.98
22.40	74.00	5.83
22.40	74.00	6.28
22.30	74.00	5.94
22.30	74.00	6.29
22.40	74.00	6.09
22.40	74.00	5.70
22.40	74.00	6.06
22.40	74.00	5.98
22.30	73.00	6.00
22.30	73.00	6.01
22.30	73.00	6.00
22.40	73.00	5.88
22.40	73.00	6.28
22.40	73.00	6.34
22.40	73.00	6.12
22.30	73.00	5.86
22.40	74.00	6.35
22.40	74.00	6.22
22.30	74.00	6.22
22.40	74.00	6.05
22.40	74.00	5.35
22.40	74.00	6.04
22.40	74.00	5.36
22.30	74.00	6.22
22.40	74.00	6.13
22.30	74.00	6.29
22.40	74.00	6.06
22.30	74.00	6.00
22.40	74.00	6.02
22.40	74.00	5.97
22.40	74.00	6.04
22.40	74.00	5.97
22.30	74.00	6.05
22.40	74.00	6.01
22.40	74.00	6.02
22.40	74.00	5.96
22.40	74.00	5.93
22.30	74.00	6.02
22.30	74.00	6.19
22.40	74.00	5.94
22.40	74.00	6.31
22.40	74.00	6.12
22.40	74.00	6.28
22.40	75.00	6.35
22.40	75.00	6.34
22.40	74.00	6.31
22.40	75.00	6.02
22.40	75.00	5.71
22.40	75.00	5.80
22.40	75.00	5.96
22.40	75.00	6.04
22.40	75.00	6.00
22.40	75.00	6.06
22.40	75.00	5.96
22.40	75.00	5.98
22.40	74.00	6.01
22.40	74.00	5.30
22.40	74.00	6.04
22.40	74.00	5.92
22.40	74.00	5.98
22.40	74.00	6.01
22.40	74.00	6.00
22.40	74.00	6.05
22.40	74.00	5.97
22.40	74.00	5.98
22.30	73.00	6.00
22.40	73.00	5.96
22.40	73.00	6.05
22.40	73.00	5.98
22.40	73.00	5.98
22.40	73.00	6.08
22.40	73.00	5.97
22.30	72.00	6.04
22.30	72.00	6.01
22.30	72.00	5.34
22.30	72.00	6.02
22.30	72.00	5.29
22.30	72.00	6.01
22.30	72.00	6.00
22.30	72.00	5.39
22.30	72.00	6.02
22.30	72.00	6.01
22.30	71.00	6.02
22.30	71.00	6.09
22.40	71.00	6.08
22.40	71.00	5.97
22.40	71.00	6.00
22.40	71.00	6.04
22.30	71.00	5.98
22.30	71.00	6.13
22.40	71.00	5.97
22.30	71.00	6.02
22.30	71.00	5.32
22.30	71.00	5.97
22.30	71.00	6.02
22.30	71.00	5.35
22.30	70.00	6.05
22.30	70.00	6.00
22.30	71.00	5.98
22.30	70.00	6.01
22.30	71.00	5.96
22.30	71.00	6.02
22.30	71.00	5.97
22.30	71.00	6.04
22.20	71.00	6.05
22.30	71.00	5.34
22.30	71.00	5.94
22.30	71.00	5.92
22.30	71.00	6.01
22.30	71.00	6.01
22.30	71.00	6.01
22.30	71.00	6.01
22.30	71.00	6.00
22.30	71.00	6.04
22.40	71.00	6.01
22.30	71.00	6.04
22.30	71.00	5.32
22.40	71.00	6.02
22.40	72.00	5.98
22.40	72.00	6.04
22.30	72.00	5.29
22.30	72.00	5.35
22.30	72.00	6.04
22.30	72.00	6.00
22.40	72.00	6.05
22.40	72.00	5.98
22.40	72.00	6.02
22.40	72.00	5.98
22.30	72.00	6.05
22.40	72.00	6.02
22.40	72.00	6.01
22.40	72.00	6.09
22.40	72.00	6.28
22.30	72.00	6.04
22.30	72.00	5.74
22.40	72.00	6.02
22.40	72.00	5.94
22.40	72.00	5.93
22.40	72.00	6.04
22.40	72.00	5.94
22.40	72.00	6.02
22.30	72.00	5.94
22.30	72.00	6.00
22.30	72.00	5.94
22.40	72.00	5.98
22.40	72.00	5.94
22.40	72.00	5.30
22.40	72.00	5.97
22.30	71.00	5.27
22.40	72.00	5.97
22.30	71.00	5.90
22.40	71.00	6.02
22.40	71.00	5.92
22.30	71.00	6.02
22.30	71.00	5.96
22.30	71.00	5.96
22.30	71.00	6.04
22.30	71.00	5.96
22.30	71.00	6.01
22.30	71.00	5.94
22.40	71.00	6.01
22.30	71.00	5.90
22.30	71.00	6.00
22.30	71.00	5.89
22.30	71.00	5.27
22.30	71.00	5.93
22.40	71.00	5.85
22.30	71.00	5.84
22.40	71.00	5.50
22.40	70.00	5.81
22.40	70.00	5.83
22.30	70.00	5.88
22.30	70.00	5.96
22.30	70.00	6.01
22.30	70.00	5.90
22.30	70.00	5.90
22.30	70.00	5.94
22.30	70.00	5.84
22.30	70.00	5.90
22.30	70.00	5.94
22.30	70.00	5.88
22.30	70.00	5.90
22.30	70.00	5.89
22.30	70.00	5.92
22.30	69.00	5.94
22.30	69.00	5.19
22.30	69.00	6.24
22.30	70.00	5.89
22.30	70.00	5.93
22.30	70.00	5.94
22.30	70.00	5.90
22.30	69.00	5.97
22.30	69.00	5.23
22.30	69.00	5.94
22.30	69.00	6.11
22.30	69.00	5.89
22.30	69.00	5.97
22.30	69.00	5.26
22.30	69.00	5.97
22.30	69.00	5.90
22.30	69.00	5.89
22.30	69.00	5.93
22.30	69.00	6.04
22.30	69.00	5.96
22.30	69.00	6.08
22.30	69.00	6.00
22.30	69.00	6.24
22.40	69.00	5.86
22.30	69.00	5.97
22.30	69.00	5.97
22.30	69.00	5.96
22.30	69.00	5.93
22.40	69.00	5.81
22.30	69.00	6.16
22.30	69.00	6.18
22.40	69.00	6.06
22.30	69.00	6.21
22.30	69.00	5.76
22.30	69.00	6.00
22.30	69.00	5.89
22.40	69.00	6.00
22.30	69.00	5.97
22.30	69.00	5.92
22.30	69.00	6.00
22.30	69.00	5.94
22.30	69.00	6.02
22.30	69.00	5.93
22.30	69.00	6.00
22.30	69.00	5.94
22.30	69.00	5.79
22.40	69.00	5.96
22.30	69.00	5.93
22.30	69.00	5.98
22.30	69.00	5.21
22.30	69.00	5.92
22.30	69.00	6.04
22.40	69.00	5.66
22.40	69.00	5.88
22.40	69.00	5.94
22.40	69.00	5.94
22.40	69.00	6.00
22.30	69.00	5.92
22.30	69.00	6.00
22.30	69.00	5.96
22.40	69.00	5.96
22.30	69.00	6.00
22.30	69.00	5.92
22.40	69.00	6.02
22.30	69.00	5.92
22.40	69.00	5.98
22.30	69.00	5.98
22.40	69.00	5.26
22.40	69.00	6.00
22.30	69.00	5.94
22.30	70.00	6.02
22.30	70.00	5.97
22.40	70.00	5.96
22.40	70.00	6.00
22.40	70.00	6.09
22.40	70.00	6.00
22.30	70.00	5.96
22.40	70.00	5.94
22.30	70.00	5.97
22.40	70.00	5.93
22.40	70.00	5.98
22.40	70.00	5.97
22.40	70.00	5.94
22.40	71.00	6.01
22.40	71.00	5.93
22.40	71.00	6.00
22.30	71.00	5.96
22.40	71.00	5.94
22.40	71.00	5.98
22.30	71.00	5.93
22.40	71.00	6.02
22.30	71.00	5.94
22.40	71.00	5.98
22.40	71.00	5.98
22.40	71.00	5.96
22.40	71.00	5.98
22.40	71.00	5.92
22.40	72.00	6.00
22.40	72.00	5.92
22.40	72.00	5.98
22.40	72.00	5.94
22.40	72.00	5.94
22.40	72.00	5.98
22.40	72.00	5.94
22.40	72.00	6.01
22.40	72.00	5.92
22.40	72.00	5.84
22.40	72.00	5.65
22.30	72.00	6.04
22.40	72.00	6.05
22.40	72.00	5.93
22.40	72.00	5.30
22.40	72.00	5.96
22.40	72.00	5.94
22.30	72.00	6.01
22.40	72.00	5.93
22.40	72.00	6.00
22.40	72.00	5.96
22.40	72.00	6.25
22.40	72.00	6.02
22.40	72.00	5.94
22.40	72.00	5.83
22.40	72.00	5.90
22.40	72.00	5.98
22.40	72.00	5.96
22.40	72.00	5.04
22.40	72.00	6.12
22.40	72.00	5.93
22.40	72.00	6.02
22.40	72.00	5.96
22.40	72.00	5.94
22.40	71.00	5.98
22.40	71.00	5.24
22.40	71.00	6.00
22.40	71.00	6.04
22.40	71.00	5.88
22.40	71.00	5.97
22.40	71.00	6.04
22.40	71.00	5.73
22.40	71.00	5.69
22.40	71.00	5.92
22.40	71.00	5.98
22.30	71.00	5.94
22.40	71.00	5.96
22.40	71.00	5.92
22.40	71.00	6.00
22.30	71.00	5.97
22.40	71.00	5.94
22.40	70.00	5.98
22.40	70.00	5.94
22.40	70.00	6.01
22.40	70.00	5.94
22.40	71.00	6.01
22.40	71.00	5.97
22.40	71.00	6.24
22.40	71.00	6.12
22.40	71.00	6.21
22.40	70.00	5.94
22.40	70.00	5.89
22.40	70.00	5.36
22.40	70.00	6.00
22.40	70.00	5.94
22.40	70.00	6.04
22.40	70.00	5.92
22.30	70.00	6.01
22.30	70.00	5.98
22.40	70.00	5.96
22.40	70.00	6.01
22.40	70.00	5.51
22.30	70.00	6.06
22.40	70.00	5.98
22.40	70.00	6.02
22.30	70.00	6.04
22.40	70.00	6.13
22.40	70.00	5.97
22.40	70.00	5.92
22.40	70.00	6.02
22.40	70.00	5.98
22.40	70.00	5.89
22.40	70.00	6.05
22.40	70.00	5.92
22.40	69.00	5.35
22.40	69.00	6.01
22.30	69.00	5.96
22.40	69.00	5.74
22.40	69.00	5.93
22.40	69.00	5.83
22.40	69.00	5.96
22.40	69.00	5.20
22.40	69.00	5.98
22.40	69.00	5.92
22.30	69.00	6.05
22.40	69.00	5.97
22.40	69.00	6.11
22.40	69.00	6.24
22.40	69.00	5.96
22.40	69.00	6.04
22.30	69.00	6.01
22.40	69.00	5.31
22.40	69.00	5.98
22.40	69.00	5.97
22.30	68.00	6.05
22.30	68.00	5.98
22.40	68.00	6.02
22.40	68.00	6.04
22.40	68.00	5.90
22.30	68.00	6.04
22.40	68.00	5.96
22.40	68.00	5.94
22.40	68.00	6.01
22.40	68.00	5.24
22.40	68.00	6.01
22.40	68.00	5.90
22.40	68.00	5.93
22.30	68.00	6.00
22.40	68.00	5.93
22.30	68.00	6.00
22.40	68.00	5.89
22.40	68.00	5.96
22.40	68.00	5.98
22.40	68.00	5.93
22.40	68.00	6.01
22.40	68.00	5.92
22.40	68.00	6.00
22.40	68.00	5.29
22.30	68.00	6.00
22.40	68.00	5.90
22.40	68.00	5.92
22.40	68.00	5.94
22.40	68.00	5.88
22.40	68.00	5.96
22.30	68.00	5.21
22.40	68.00	5.93
22.40	68.00	5.93
22.30	68.00	5.27
22.40	68.00	5.86
22.40	68.00	6.24
22.40	68.00	5.64
22.40	68.00	5.85
22.30	68.00	5.94
22.40	68.00	5.93
22.40	68.00	5.88
22.40	68.00	5.98
22.30	68.00	5.85
22.40	68.00	5.94
22.40	68.00	5.66
22.40	68.00	6.16
22.40	68.00	6.16
22.30	68.00	5.98
22.40	68.00	5.94
22.30	68.00	5.93
22.40	68.00	5.15
22.40	68.00	5.89
22.40	68.00	5.85
22.40	68.00	5.26
22.40	68.00	5.84
22.40	68.00	5.89
22.40	68.00	5.93
22.30	68.00	5.81
22.40	68.00	5.88
22.40	68.00	5.89
22.40	69.00	5.85
22.40	69.00	5.90
22.40	69.00	5.83
22.40	69.00	5.88
22.40	69.00	5.83
22.30	69.00	5.90
22.40	69.00	5.96
22.40	68.00	5.89
22.40	69.00	5.94
22.40	69.00	5.86
22.40	69.00	5.94
22.40	68.00	5.90
22.40	68.00	5.14
22.40	68.00	5.83
22.40	68.00	5.07
22.40	68.00	6.18
22.40	68.00	6.19
22.40	68.00	5.59
22.40	68.00	6.12
22.40	68.00	6.01
22.40	68.00	5.93
22.40	68.00	5.97
22.40	68.00	5.62
22.40	68.00	5.94
22.40	68.00	6.02
22.40	68.00	6.24
22.40	68.00	5.97
22.40	68.00	5.90
22.40	68.00	5.93
22.30	68.00	5.93
22.40	68.00	5.89
22.40	68.00	5.94
22.40	68.00	5.88
22.30	68.00	5.93
22.40	68.00	5.94
22.40	68.00	5.21
22.40	68.00	5.97
22.40	68.00	5.88
22.40	68.00	5.93
22.40	68.00	5.97
22.40	68.00	5.88
22.40	68.00	5.97
22.40	68.00	5.89
22.40	68.00	5.90
22.40	68.00	5.93
22.30	68.00	5.30
22.30	68.00	5.90
22.40	68.00	6.00
22.40	68.00	5.92
22.40	68.00	6.01
22.30	68.00	5.94
22.40	68.00	5.96
22.40	68.00	5.98
22.40	68.00	5.93
22.40	68.00	5.98
22.40	68.00	5.92
22.40	68.00	5.93
22.40	68.00	5.98
22.40	68.00	5.94
22.40	69.00	6.01
22.40	69.00	5.69
22.40	69.00	5.51
22.40	69.00	6.02
22.40	69.00	5.90
22.40	68.00	5.98
22.40	68.00	5.97
22.40	68.00	5.92
22.40	68.00	6.00
22.40	68.00	5.92
22.40	68.00	6.00
22.40	68.00	5.97
22.40	68.00	5.24
22.40	68.00	6.00
22.40	68.00	5.93
22.40	68.00	5.92
22.40	68.00	6.00
22.40	68.00	5.93
22.40	68.00	5.98
22.40	68.00	6.16
22.40	68.00	5.94
22.40	68.00	5.97
22.40	68.00	5.98
22.40	68.00	5.68
22.40	68.00	5.75
22.40	68.00	5.90
22.50	68.00	5.29
22.40	68.00	6.26
22.40	69.00	5.94
22.40	69.00	6.01
22.40	69.00	6.31
22.40	69.00	5.90
22.40	69.00	5.98
22.40	69.00	5.94
22.30	69.00	5.96
22.40	69.00	6.00
22.40	69.00	5.94
22.40	69.00	5.98
22.40	69.00	5.98
22.40	69.00	5.93
22.40	69.00	5.98
22.40	69.00	5.96
22.40	69.00	6.00
22.40	69.00	5.97
22.40	69.00	5.94
22.40	69.00	5.97
22.40	69.00	6.00
22.30	69.00	5.92
22.40	69.00	6.00
22.40	69.00	5.94
22.40	69.00	5.97
22.40	69.00	5.97
22.30	69.00	5.94
22.40	69.00	5.81
22.40	69.00	5.27
22.40	69.00	5.97
22.40	69.00	6.29
22.40	69.00	4.89
