Temperatur (C)	Luftfugtighed (%)	Afstand (mm)	
22.10	78.00	6.88
22.10	78.00	6.79
22.10	78.00	6.86
22.20	77.00	6.88
22.20	77.00	6.76
22.20	77.00	6.86
22.10	77.00	6.88
22.20	77.00	6.15
22.10	77.00	6.79
22.20	77.00	6.84
22.00	77.00	6.74
22.20	77.00	6.84
22.20	77.00	6.74
22.10	77.00	6.71
22.10	77.00	6.88
22.20	77.00	6.77
22.20	77.00	6.81
22.10	77.00	6.71
22.10	77.00	6.74
22.20	77.00	6.81
22.10	77.00	6.71
22.20	76.00	6.76
22.20	76.00	6.79
22.10	77.00	6.71
22.10	77.00	6.83
22.20	76.00	6.79
22.20	76.00	6.09
22.20	76.00	6.83
22.20	76.00	7.06
22.20	77.00	7.20
22.20	76.00	6.84
22.20	77.00	6.67
22.20	76.00	6.72
22.10	76.00	6.79
22.20	76.00	6.77
22.20	76.00	6.74
22.20	76.00	6.83
22.10	76.00	6.71
22.20	76.00	6.74
22.10	76.00	6.81
22.20	76.00	6.69
22.20	76.00	6.74
22.20	76.00	6.81
22.20	76.00	6.66
22.20	76.00	6.77
22.20	76.00	6.95
22.20	76.00	6.72
22.20	76.00	6.83
22.20	76.00	6.76
22.20	76.00	6.74
22.10	76.00	6.81
22.20	76.00	6.66
22.20	76.00	6.09
22.20	76.00	6.79
22.20	76.00	6.71
22.20	76.00	6.81
22.20	76.00	6.77
22.20	76.00	6.72
22.20	76.00	6.77
22.20	76.00	6.71
22.20	76.00	6.74
22.20	76.00	6.79
22.20	76.00	6.09
22.20	76.00	6.69
22.20	76.00	6.79
22.20	76.00	6.71
22.20	76.00	6.11
22.20	76.00	6.81
22.20	76.00	6.71
22.20	76.00	6.79
22.20	76.00	6.81
22.30	76.00	6.11
22.20	76.00	6.79
22.20	76.00	6.77
22.20	76.00	6.72
22.20	76.00	6.79
22.20	76.00	6.71
22.20	76.00	6.77
22.20	76.00	6.72
22.30	77.00	6.62
22.30	77.00	6.77
22.30	77.00	6.77
22.20	77.00	6.06
22.20	77.00	6.71
22.20	78.00	6.76
22.20	78.00	6.57
22.30	77.00	6.74
22.30	78.00	6.67
22.30	78.00	6.66
22.30	78.00	6.99
22.30	78.00	6.38
22.30	77.00	6.62
22.30	77.00	6.74
22.30	77.00	6.69
22.20	77.00	6.66
22.30	77.00	7.06
22.30	78.00	5.97
22.30	78.00	6.67
22.30	78.00	6.92
22.30	78.00	6.66
22.30	78.00	6.76
22.30	78.00	6.69
22.20	78.00	6.67
22.30	78.00	6.37
22.30	78.00	6.38
22.30	78.00	7.18
22.30	78.00	6.90
22.30	78.00	5.81
22.30	78.00	6.59
22.30	78.00	6.74
22.30	78.00	6.66
22.20	78.00	6.72
22.30	78.00	6.71
22.30	78.00	6.66
22.30	78.00	6.72
22.30	78.00	6.67
22.30	78.00	6.69
22.30	78.00	6.72
22.30	78.00	6.62
22.30	78.00	6.05
22.30	78.00	6.72
22.20	78.00	6.66
22.30	78.00	6.69
22.30	78.00	6.69
22.20	78.00	6.64
22.30	78.00	6.74
22.30	78.00	6.69
22.30	78.00	6.66
22.30	78.00	6.74
22.30	78.00	6.64
22.30	78.00	6.69
22.30	78.00	6.72
22.30	78.00	6.67
22.30	78.00	6.74
22.40	78.00	6.64
22.30	78.00	6.08
22.30	78.00	6.71
22.30	78.00	6.64
22.30	78.00	6.74
22.30	78.00	6.64
22.30	78.00	6.64
22.30	78.00	6.74
22.30	78.00	6.64
22.30	78.00	6.76
22.30	78.00	6.64
22.30	77.00	6.66
22.30	77.00	6.74
22.30	78.00	6.66
22.30	78.00	6.69
22.30	78.00	6.88
22.30	78.00	6.66
22.30	78.00	6.66
22.30	78.00	6.74
22.30	78.00	6.59
22.30	78.00	6.64
22.30	78.00	6.66
22.30	78.00	6.64
22.30	77.00	6.69
22.30	77.00	6.90
22.30	77.00	6.69
22.30	77.00	6.99
22.40	77.00	6.32
22.30	77.00	6.90
22.30	76.00	7.10
22.30	76.00	6.92
22.40	76.00	5.78
22.30	76.00	7.02
22.40	76.00	6.59
22.30	76.00	6.59
22.30	76.00	6.67
22.30	76.00	6.53
22.30	75.00	6.67
22.30	76.00	6.64
22.30	75.00	6.59
22.30	75.00	6.67
22.30	75.00	6.61
22.30	75.00	6.57
22.30	75.00	6.69
22.30	75.00	6.56
22.30	75.00	6.42
22.30	75.00	7.01
22.30	75.00	6.90
22.40	75.00	6.51
22.30	75.00	6.66
22.30	75.00	6.59
22.20	75.00	6.62
22.30	75.00	6.66
22.30	75.00	6.43
22.30	75.00	6.45
22.30	75.00	9.51
22.30	74.00	10.69
22.30	74.00	6.46
22.40	74.00	6.42
22.40	74.00	6.46
22.40	74.00	6.48
22.40	73.00	5.80
22.40	73.00	6.49
22.50	73.00	6.46
22.50	72.00	6.38
22.50	72.00	6.43
22.50	72.00	6.38
22.50	71.00	6.12
22.50	72.00	6.40
22.50	71.00	6.34
22.50	72.00	6.42
22.50	71.00	6.43
22.50	71.00	6.38
22.60	71.00	5.80
22.60	70.00	6.45
22.60	70.00	6.37
22.60	70.00	6.37
22.60	70.00	6.76
22.60	71.00	6.16
22.60	71.00	6.74
22.60	71.00	6.43
22.60	71.00	6.71
22.60	71.00	6.66
22.60	71.00	6.72
22.60	71.00	5.69
22.70	71.00	6.35
22.60	71.00	6.45
22.60	71.00	6.35
22.60	71.00	6.46
22.60	71.00	6.40
22.70	71.00	6.35
22.60	71.00	6.45
22.60	72.00	6.38
22.60	72.00	6.37
22.50	72.00	6.45
22.70	72.00	6.35
22.60	72.00	6.37
22.60	72.00	6.45
22.70	72.00	5.75
22.60	72.00	5.84
22.60	72.00	6.40
22.60	72.00	6.31
22.70	72.00	6.35
22.70	72.00	6.43
22.60	72.00	6.38
22.70	73.00	6.38
22.70	73.00	6.43
22.70	73.00	6.32
22.70	73.00	6.37
22.70	73.00	6.38
22.70	73.00	6.74
22.70	73.00	6.40
22.70	73.00	6.37
22.70	73.00	6.29
22.70	73.00	6.09
22.70	73.00	6.00
22.60	73.00	6.38
22.70	73.00	6.54
22.70	73.00	6.35
22.70	73.00	6.74
22.70	73.00	6.32
22.70	73.00	6.71
22.70	73.00	5.61
22.70	73.00	6.34
22.70	73.00	6.32
22.70	73.00	6.40
22.70	73.00	6.35
22.70	73.00	6.29
22.70	73.00	6.34
22.70	73.00	6.38
22.70	73.00	6.32
22.70	73.00	6.37
22.70	73.00	6.35
22.70	73.00	6.31
22.70	73.00	6.37
22.70	73.00	6.35
22.70	73.00	6.31
22.70	73.00	6.38
22.70	73.00	6.34
22.70	73.00	6.31
22.70	73.00	6.37
22.70	73.00	6.29
22.70	73.00	6.32
22.80	73.00	6.38
22.70	73.00	6.32
22.70	73.00	6.29
22.70	73.00	6.38
22.60	73.00	6.32
22.70	73.00	6.31
22.70	73.00	6.38
22.70	73.00	6.31
22.70	73.00	6.29
22.70	73.00	6.40
22.60	73.00	6.34
22.70	73.00	6.31
22.70	73.00	6.37
22.70	73.00	6.38
22.70	73.00	6.31
22.70	73.00	6.29
22.60	73.00	6.35
22.70	73.00	6.31
22.70	73.00	6.29
22.70	73.00	6.32
22.70	73.00	6.26
22.70	73.00	6.32
22.70	73.00	6.32
22.70	73.00	5.70
22.60	73.00	6.32
22.60	73.00	6.25
22.70	73.00	6.29
22.70	73.00	6.49
22.70	73.00	6.46
22.70	73.00	6.67
22.70	73.00	6.29
22.70	73.00	6.59
22.70	73.00	6.35
22.70	73.00	6.31
22.70	73.00	6.26
22.70	73.00	6.32
22.70	73.00	6.31
22.70	73.00	6.25
22.70	73.00	6.32
22.70	73.00	6.29
22.70	73.00	6.28
22.70	73.00	6.34
22.70	73.00	6.26
22.70	73.00	6.48
22.70	73.00	6.46
22.70	73.00	6.29
22.80	73.00	6.05
22.70	73.00	6.05
22.70	73.00	6.25
22.70	73.00	6.28
22.70	73.00	6.31
22.70	73.00	6.25
22.70	73.00	6.31
22.70	73.00	6.48
22.80	73.00	6.29
22.70	72.00	6.32
22.70	72.00	6.32
22.70	72.00	6.24
22.60	72.00	6.29
22.70	72.00	6.46
22.70	73.00	6.19
22.70	72.00	6.67
22.70	72.00	6.35
22.70	73.00	5.69
22.70	73.00	6.34
22.70	73.00	6.32
22.70	73.00	6.26
22.70	73.00	6.34
22.70	73.00	6.13
22.70	73.00	6.45
22.80	73.00	6.40
22.70	72.00	6.34
22.60	72.00	6.24
22.70	72.00	6.24
22.70	72.00	6.32
22.70	72.00	6.25
22.70	72.00	6.29
22.60	72.00	6.34
22.70	72.00	6.21
22.70	72.00	6.26
22.70	72.00	6.29
22.70	72.00	5.64
22.70	72.00	6.28
22.70	73.00	6.25
22.60	73.00	6.29
22.70	73.00	6.21
22.80	73.00	6.28
22.70	73.00	5.62
22.80	73.00	6.22
22.70	73.00	6.26
22.70	72.00	6.21
22.70	73.00	6.24
22.70	73.00	6.26
22.80	73.00	6.19
22.70	72.00	6.06
22.70	73.00	6.25
22.80	73.00	5.61
22.70	73.00	6.15
22.70	73.00	6.29
22.80	73.00	6.22
22.80	73.00	6.22
22.70	73.00	6.25
22.80	73.00	6.22
22.70	73.00	6.22
22.70	73.00	6.28
22.70	72.00	6.22
22.70	72.00	6.19
22.70	72.00	6.26
22.80	72.00	6.21
22.70	72.00	6.19
22.60	72.00	6.28
22.70	72.00	6.18
22.70	72.00	6.22
22.70	72.00	6.28
22.80	72.00	6.19
22.80	72.00	6.22
22.70	72.00	6.26
22.70	72.00	6.16
22.80	72.00	6.34
22.70	72.00	6.59
22.80	72.00	6.05
22.70	72.00	6.56
22.70	72.00	6.29
22.70	72.00	6.21
22.70	72.00	6.28
22.70	72.00	6.24
22.70	72.00	6.21
22.70	72.00	5.76
22.80	72.00	6.24
22.80	72.00	6.06
22.80	72.00	6.38
22.70	72.00	6.29
22.80	72.00	6.16
22.70	72.00	6.25
22.80	72.00	6.25
22.80	72.00	6.21
22.80	72.00	6.26
22.70	72.00	6.21
22.80	72.00	6.21
22.80	72.00	6.28
22.70	72.00	6.18
22.70	72.00	6.19
22.80	73.00	6.28
22.80	72.00	6.16
22.70	72.00	6.21
22.70	72.00	6.19
22.80	72.00	6.13
22.70	72.00	6.22
22.80	72.00	6.21
22.70	72.00	6.13
22.70	72.00	6.24
22.80	72.00	6.38
22.80	71.00	6.51
22.80	70.00	6.40
22.70	70.00	6.49
22.70	70.00	6.49
22.80	70.00	6.45
22.80	71.00	6.25
22.70	71.00	6.18
22.80	71.00	6.24
22.70	72.00	6.16
22.80	72.00	6.16
22.70	72.00	6.24
22.80	72.00	6.18
22.70	72.00	6.19
22.70	72.00	6.19
22.80	72.00	6.15
22.80	72.00	6.24
22.70	72.00	6.19
22.80	72.00	6.15
22.80	72.00	6.22
22.80	72.00	6.15
22.80	72.00	6.21
22.80	72.00	6.22
22.70	72.00	6.21
22.80	72.00	6.04
22.80	72.00	6.19
22.80	72.00	6.16
22.80	72.00	6.24
22.80	72.00	6.22
22.80	72.00	6.18
22.80	72.00	6.21
22.80	72.00	6.18
22.70	72.00	6.15
22.80	72.00	6.22
22.80	72.00	6.19
22.80	72.00	6.15
22.80	72.00	6.21
22.80	72.00	6.16
22.90	72.00	6.16
22.80	72.00	6.22
22.80	73.00	6.15
22.80	73.00	5.63
22.80	72.00	6.21
22.80	72.00	6.11
22.80	73.00	6.15
22.80	73.00	6.09
22.80	72.00	5.89
22.80	72.00	6.29
22.80	72.00	6.21
22.80	72.00	5.50
22.80	72.00	6.16
22.80	73.00	6.13
22.80	73.00	6.11
22.80	73.00	6.19
22.80	73.00	6.12
22.80	73.00	6.13
22.80	73.00	6.19
22.80	73.00	6.11
22.70	73.00	6.13
22.80	73.00	6.16
22.80	73.00	6.11
22.80	73.00	6.09
22.70	73.00	6.18
22.80	73.00	5.54
22.80	73.00	6.38
22.80	73.00	6.40
22.60	73.00	6.09
22.80	73.00	6.16
22.80	73.00	6.11
22.80	73.00	6.12
22.70	73.00	6.16
22.80	73.00	6.11
22.80	73.00	6.13
22.80	73.00	6.15
22.80	73.00	6.12
22.80	73.00	6.18
22.80	73.00	6.53
22.80	74.00	6.15
22.80	74.00	6.18
22.80	74.00	6.12
22.80	74.00	6.13
22.80	74.00	6.15
22.80	74.00	6.11
22.70	74.00	6.16
22.80	74.00	6.12
22.80	74.00	6.12
22.80	74.00	6.45
22.80	74.00	6.16
22.70	73.00	6.13
22.70	73.00	6.16
22.80	73.00	6.15
22.80	73.00	6.12
22.80	73.00	6.15
22.70	73.00	6.12
22.70	73.00	6.13
22.80	73.00	6.13
22.70	73.00	6.08
22.80	73.00	6.11
22.80	73.00	6.18
22.70	73.00	6.06
22.70	73.00	6.18
22.80	73.00	6.13
22.80	73.00	6.08
22.80	73.00	6.12
22.80	73.00	6.11
22.70	73.00	6.08
22.70	73.00	6.12
22.80	73.00	6.06
22.70	73.00	6.13
22.80	73.00	6.11
22.80	73.00	6.06
22.70	73.00	6.13
22.80	74.00	6.08
22.80	74.00	6.11
22.80	74.00	6.09
22.70	74.00	6.06
22.70	74.00	6.15
22.80	73.00	6.01
22.80	73.00	6.06
22.70	73.00	6.09
22.80	73.00	5.49
22.80	73.00	6.01
22.80	73.00	5.81
22.80	73.00	6.32
22.80	73.00	6.29
22.80	73.00	6.28
22.80	73.00	5.49
22.80	73.00	6.13
22.80	72.00	6.05
22.70	72.00	6.09
22.80	72.00	6.11
22.70	72.00	5.47
22.70	72.00	6.12
22.70	73.00	6.11
22.80	73.00	6.06
22.80	73.00	6.12
22.70	73.00	6.05
22.80	73.00	6.12
22.80	73.00	6.09
22.80	73.00	6.06
22.80	73.00	6.13
22.80	73.00	6.05
22.80	73.00	6.12
22.80	73.00	6.09
22.80	74.00	6.19
22.80	74.00	6.40
22.80	74.00	5.89
22.80	74.00	5.94
22.80	74.00	6.02
22.80	74.00	6.08
22.80	74.00	6.09
22.80	74.00	5.46
22.70	74.00	6.11
22.80	75.00	6.09
22.80	74.00	6.37
22.80	74.00	6.31
22.80	75.00	6.04
22.70	75.00	6.06
22.80	75.00	6.08
22.80	75.00	5.46
22.80	75.00	6.11
22.80	75.00	6.04
22.80	74.00	6.04
22.70	75.00	6.06
22.70	74.00	5.40
22.80	74.00	6.09
22.80	74.00	6.05
22.80	74.00	5.41
22.80	74.00	6.09
22.70	74.00	6.00
22.80	74.00	6.05
22.80	74.00	6.06
22.80	74.00	6.02
22.80	74.00	6.06
22.80	74.00	6.04
22.80	74.00	6.00
22.80	74.00	6.11
22.80	74.00	6.04
22.80	74.00	6.04
22.80	74.00	6.09
22.80	74.00	6.00
22.80	74.00	6.05
22.80	74.00	6.21
22.80	74.00	5.89
22.80	74.00	6.29
22.80	74.00	6.04
22.80	74.00	6.01
22.80	74.00	6.01
22.80	74.00	5.81
22.80	74.00	5.51
22.80	74.00	6.06
22.70	74.00	6.04
22.80	74.00	6.11
22.80	74.00	6.06
22.80	74.00	6.05
22.70	74.00	6.13
22.80	74.00	6.04
22.70	74.00	6.06
22.80	74.00	6.06
22.70	74.00	6.02
22.70	73.00	6.11
22.80	73.00	6.04
22.80	73.00	6.04
22.80	73.00	6.06
22.80	73.00	6.05
22.80	74.00	6.00
22.70	74.00	6.09
22.80	74.00	5.97
22.80	74.00	6.09
22.80	74.00	5.73
22.80	74.00	5.94
22.80	74.00	6.04
22.80	74.00	5.98
22.80	74.00	6.05
22.80	74.00	6.04
22.80	74.00	6.00
22.80	74.00	6.04
22.70	74.00	5.98
22.80	74.00	6.02
22.80	74.00	6.05
22.80	74.00	6.00
22.80	74.00	6.05
22.80	74.00	5.96
22.80	74.00	5.98
22.70	74.00	6.02
22.70	74.00	6.00
22.80	74.00	6.05
22.80	74.00	5.96
22.80	74.00	6.08
22.80	74.00	6.06
22.80	74.00	6.04
22.80	74.00	5.37
22.80	74.00	5.98
22.80	74.00	6.04
22.70	74.00	5.97
22.80	74.00	6.04
22.80	74.00	6.05
22.80	74.00	5.93
22.80	74.00	6.04
22.80	74.00	6.02
22.70	74.00	6.00
22.80	74.00	6.06
22.80	74.00	5.97
22.80	74.00	6.01
22.80	75.00	6.06
22.80	75.00	5.38
22.70	75.00	6.01
22.80	75.00	6.04
22.80	75.00	5.98
22.80	75.00	6.05
22.80	75.00	6.04
22.80	75.00	5.98
22.80	74.00	6.05
22.80	75.00	5.37
22.80	75.00	6.00
22.80	75.00	6.02
22.80	75.00	6.08
22.80	75.00	5.40
22.80	74.00	6.22
22.80	74.00	6.01
22.80	74.00	5.98
22.70	74.00	6.04
22.80	74.00	5.94
22.80	74.00	6.01
22.80	74.00	6.02
22.80	74.00	5.35
22.80	74.00	6.04
22.80	74.00	5.98
22.80	75.00	5.94
22.80	75.00	6.00
22.80	75.00	5.32
22.80	75.00	5.94
22.80	75.00	6.00
22.80	75.00	5.92
22.80	75.00	6.00
22.70	75.00	5.97
22.80	75.00	5.94
22.80	75.00	6.00
22.80	75.00	5.93
22.80	75.00	5.97
22.80	75.00	6.00
22.80	75.00	5.94
22.80	75.00	6.00
22.80	75.00	5.98
22.70	75.00	5.92
22.80	75.00	6.29
22.80	75.00	6.00
22.80	75.00	6.26
22.80	75.00	5.65
22.80	75.00	5.96
22.80	75.00	5.94
22.80	75.00	6.00
22.80	75.00	5.98
22.80	75.00	5.94
22.80	75.00	6.01
22.80	75.00	5.97
22.80	75.00	5.92
22.80	75.00	6.00
22.80	76.00	5.96
22.80	76.00	5.96
22.80	76.00	6.01
22.80	76.00	5.93
22.80	76.00	5.96
22.80	76.00	6.02
22.90	76.00	5.93
22.80	76.00	5.89
22.80	76.00	6.00
22.80	76.00	5.94
22.80	76.00	6.00
22.80	76.00	5.93
22.80	76.00	5.62
22.90	76.00	6.25
22.80	76.00	6.04
22.80	76.00	6.01
22.80	76.00	6.00
22.80	76.00	5.35
22.80	76.00	5.98
22.80	76.00	6.00
22.70	76.00	5.92
22.80	76.00	6.01
22.80	76.00	5.98
22.80	76.00	5.96
22.80	76.00	5.94
22.80	76.00	5.93
22.80	76.00	5.92
22.80	76.00	5.97
22.80	76.00	5.88
22.80	76.00	5.96
22.80	76.00	5.94
22.80	77.00	5.88
22.80	77.00	5.96
22.80	77.00	5.86
22.80	77.00	5.89
22.70	77.00	5.94
22.80	77.00	5.88
22.90	77.00	5.96
22.80	77.00	5.80
22.80	77.00	6.11
22.80	77.00	5.98
22.70	77.00	5.89
22.80	77.00	5.90
22.80	77.00	5.98
22.80	77.00	5.89
22.80	77.00	5.90
22.80	77.00	5.96
22.80	77.00	5.88
22.80	77.00	5.90
22.70	77.00	5.93
22.80	77.00	5.90
22.80	77.00	5.96
22.80	78.00	5.96
22.80	77.00	5.26
22.80	77.00	5.89
22.80	77.00	6.06
22.80	77.00	5.92
22.70	77.00	5.93
22.80	77.00	5.88
22.80	77.00	5.90
22.80	78.00	5.98
22.80	78.00	6.05
22.80	78.00	5.93
22.80	78.00	5.96
22.80	78.00	5.85
22.80	78.00	5.98
22.80	77.00	5.96
22.80	77.00	5.89
22.80	77.00	5.96
22.80	77.00	5.90
22.70	77.00	5.92
22.70	77.00	5.96
22.80	77.00	5.90
22.80	77.00	5.38
22.80	77.00	5.96
22.80	77.00	5.88
22.80	77.00	5.92
22.70	77.00	5.97
22.80	77.00	5.83
22.80	77.00	5.94
22.70	77.00	5.89
22.80	77.00	5.21
22.70	77.00	5.92
22.70	77.00	5.83
22.80	77.00	6.18
22.80	77.00	5.94
22.80	77.00	5.84
22.70	78.00	5.86
22.80	78.00	5.89
22.80	78.00	5.22
22.80	78.00	5.89
22.80	78.00	5.55
22.70	78.00	5.90
22.80	78.00	5.86
22.70	78.00	5.32
22.70	78.00	5.92
22.60	78.00	5.80
22.80	78.00	5.90
22.70	78.00	5.85
22.70	78.00	5.88
22.70	78.00	5.88
22.80	78.00	5.83
22.70	78.00	5.90
22.80	78.00	5.81
22.70	78.00	5.88
22.70	78.00	5.86
22.80	78.00	5.62
22.80	78.00	6.02
22.70	78.00	5.85
22.80	78.00	5.93
22.70	78.00	5.89
22.70	78.00	5.86
22.70	78.00	5.92
22.70	78.00	5.26
22.70	77.00	5.92
22.70	78.00	5.89
22.80	78.00	5.85
22.70	77.00	5.92
22.70	78.00	5.84
22.70	77.00	5.85
22.70	77.00	5.89
22.70	77.00	5.83
22.70	77.00	5.92
22.70	77.00	5.84
22.70	77.00	5.86
22.60	77.00	5.90
22.80	77.00	5.85
22.60	77.00	5.93
22.70	77.00	5.85
22.70	77.00	5.86
22.70	77.00	5.93
22.70	77.00	5.76
22.70	77.00	5.88
22.70	77.00	5.86
22.70	77.00	5.78
22.70	77.00	5.89
22.70	77.00	5.81
22.70	77.00	5.81
22.70	77.00	5.88
22.70	77.00	5.76
22.70	77.00	5.89
22.70	77.00	5.83
22.80	77.00	5.83
22.70	77.00	5.86
22.70	77.00	5.79
22.70	77.00	5.83
22.70	76.00	5.85
22.70	77.00	5.78
22.70	77.00	5.88
22.70	77.00	5.79
22.70	77.00	5.83
22.60	77.00	5.86
22.70	77.00	5.24
22.70	77.00	5.94
22.70	77.00	5.80
22.70	77.00	6.02
22.70	77.00	5.85
22.70	77.00	5.52
22.60	77.00	6.11
22.70	77.00	6.04
22.70	77.00	5.79
22.70	77.00	5.79
22.70	77.00	5.79
22.70	77.00	5.97
22.70	77.00	5.63
22.70	77.00	5.84
22.70	77.00	5.76
22.70	77.00	5.86
22.70	77.00	5.78
22.70	77.00	5.80
22.70	77.00	5.85
22.70	77.00	5.79
22.70	77.00	5.86
22.70	77.00	5.71
22.70	77.00	5.81
22.70	77.00	5.88
22.60	77.00	5.86
22.50	77.00	5.79
22.70	77.00	5.80
22.60	77.00	5.79
22.70	77.00	5.78
22.60	77.00	5.80
22.70	77.00	5.74
22.70	77.00	5.88
22.70	77.00	5.16
22.70	77.00	5.81
22.70	77.00	5.55
22.70	77.00	5.73
22.70	77.00	5.83
22.60	77.00	5.78
22.60	77.00	5.74
22.60	77.00	5.68
22.70	77.00	5.76
22.70	77.00	5.74
22.60	77.00	5.84
22.60	77.00	5.75
22.70	77.00	5.58
22.70	77.00	6.11
22.70	77.00	5.11
22.60	77.00	5.83
22.60	77.00	5.75
22.70	77.00	6.01
22.70	77.00	6.09
22.70	77.00	6.00
22.70	77.00	5.80
22.70	77.00	5.80
22.70	77.00	5.71
22.70	77.00	5.83
22.70	77.00	5.79
22.70	77.00	5.76
22.70	77.00	5.83
22.60	77.00	5.74
22.60	77.00	5.84
22.70	77.00	5.76
22.70	77.00	5.78
22.60	77.00	5.81
22.60	77.00	5.74
22.70	77.00	5.85
22.60	77.00	5.79
22.70	77.00	5.74
22.60	77.00	5.83
22.70	77.00	5.74
22.70	77.00	5.80
22.60	77.00	5.54
22.70	77.00	6.01
22.70	77.00	5.84
22.70	77.00	5.68
22.70	77.00	5.78
22.70	77.00	5.79
22.60	77.00	5.73
22.60	77.00	5.78
22.60	77.00	5.75
22.60	77.00	5.76
22.60	77.00	5.78
22.60	77.00	5.66
22.60	77.00	5.79
22.60	77.00	5.70
22.70	77.00	5.70
22.60	77.00	5.78
22.70	77.00	5.10
22.60	77.00	5.78
22.70	77.00	5.73
22.60	77.00	5.69
22.60	77.00	5.62
22.70	77.00	5.69
22.60	77.00	5.73
22.60	77.00	5.75
22.60	77.00	5.74
22.60	77.00	5.70
22.70	77.00	5.79
22.60	77.00	5.65
22.70	77.00	5.74
22.70	77.00	5.73
22.60	77.00	5.68
22.60	77.00	5.79
22.60	77.00	5.69
22.60	77.00	5.76
22.60	77.00	5.74
22.70	77.00	5.69
22.70	77.00	5.79
22.60	77.00	5.71
22.70	77.00	5.70
22.70	77.00	5.78
22.60	77.00	5.66
22.70	77.00	5.75
22.60	78.00	5.75
22.60	78.00	5.25
22.70	78.00	5.76
22.60	78.00	5.68
22.70	78.00	5.69
22.50	78.00	5.40
22.70	78.00	5.64
22.60	78.00	5.83
22.70	78.00	5.73
22.60	77.00	5.04
22.70	78.00	5.74
22.70	78.00	5.75
22.60	78.00	5.64
22.60	77.00	5.74
22.70	77.00	5.71
22.60	77.00	5.64
22.60	77.00	5.74
22.60	77.00	5.66
22.60	77.00	5.06
22.60	77.00	5.74
22.70	77.00	5.65
22.60	77.00	5.66
22.60	77.00	5.74
22.70	77.00	5.61
22.60	78.00	5.69
22.70	78.00	5.69
22.60	78.00	5.64
22.70	77.00	5.74
22.60	78.00	5.64
22.60	77.00	5.69
22.60	77.00	5.73
22.60	77.00	5.65
22.60	77.00	5.12
22.60	78.00	5.71
22.70	78.00	5.64
22.60	78.00	5.73
22.60	78.00	5.65
22.60	78.00	5.63
22.60	78.00	5.73
22.60	78.00	5.69
22.60	78.00	5.63
22.60	78.00	5.74
22.60	78.00	5.64
22.60	78.00	5.68
22.60	78.00	5.73
22.60	78.00	5.65
22.70	78.00	5.96
22.60	78.00	5.70
22.50	78.00	5.63
22.60	78.00	5.73
22.60	78.00	5.70
22.60	78.00	5.59
22.60	77.00	5.42
22.60	78.00	5.89
22.70	78.00	5.42
22.70	78.00	5.73
22.60	78.00	5.58
22.60	78.00	5.66
22.60	77.00	5.64
22.60	78.00	5.57
22.60	78.00	5.32
22.60	78.00	5.65
22.60	78.00	5.64
22.60	78.00	5.48
22.60	78.00	5.61
22.60	78.00	5.69
22.60	78.00	5.63
22.60	78.00	4.98
22.60	77.00	5.69
22.60	77.00	5.64
22.60	77.00	5.58
22.60	78.00	5.69
22.60	77.00	5.59
22.60	78.00	5.58
22.60	78.00	5.29
22.70	77.00	5.80
22.60	78.00	5.09
22.60	78.00	5.46
22.60	78.00	5.55
22.60	78.00	5.68
22.60	78.00	5.59
22.60	78.00	5.58
22.60	78.00	5.69
22.60	78.00	5.59
22.60	78.00	5.03
22.60	78.00	5.69
22.60	77.00	5.58
22.60	78.00	5.66
22.50	78.00	5.61
22.60	78.00	5.62
22.60	78.00	5.66
22.60	78.00	5.59
22.60	78.00	5.64
22.60	78.00	5.64
22.60	78.00	5.56
22.50	77.00	5.69
22.60	78.00	5.55
22.60	78.00	5.68
22.60	78.00	5.59
22.60	78.00	5.04
22.60	78.00	5.68
22.60	78.00	5.57
22.60	78.00	5.69
22.60	77.00	5.61
22.60	77.00	5.55
22.60	78.00	5.68
22.60	78.00	5.61
22.60	77.00	5.62
22.60	77.00	5.59
22.50	77.00	5.57
22.60	77.00	5.62
22.60	77.00	5.50
22.60	77.00	5.03
22.60	77.00	5.59
22.60	77.00	5.55
22.60	77.00	5.90
22.60	78.00	5.43
22.60	78.00	5.56
22.60	77.00	5.24
22.60	77.00	5.52
22.60	77.00	5.63
22.50	77.00	5.58
22.50	77.00	5.54
22.60	77.00	5.61
22.50	77.00	5.58
22.60	77.00	5.54
22.60	77.00	5.63
22.60	77.00	5.52
22.60	77.00	5.02
22.50	77.00	5.59
22.60	77.00	5.55
22.60	77.00	5.63
22.60	77.00	5.57
22.60	77.00	5.55
22.60	77.00	5.63
22.60	77.00	5.51
22.60	77.00	5.04
22.60	77.00	5.59
22.60	77.00	5.51
22.60	77.00	5.63
22.60	77.00	5.51
22.60	77.00	5.43
22.60	77.00	5.62
22.60	77.00	5.52
22.60	77.00	5.64
22.60	77.00	5.59
22.60	77.00	5.54
22.60	77.00	5.64
22.60	77.00	5.54
22.60	77.00	5.51
22.60	77.00	5.62
22.50	77.00	4.96
22.60	77.00	5.54
22.60	77.00	5.55
22.60	77.00	5.41
22.60	77.00	5.64
22.50	77.00	5.50
22.60	77.00	5.50
22.60	77.00	5.57
22.60	77.00	5.49
22.60	77.00	5.58
22.60	77.00	5.50
22.60	77.00	5.49
22.60	77.00	5.58
22.60	77.00	5.48
22.60	77.00	5.58
22.60	77.00	5.52
22.60	77.00	5.51
22.60	77.00	5.63
22.70	77.00	5.47
22.60	77.00	5.54
22.60	77.00	5.55
22.60	77.00	4.89
