Temperatur (C)	Luftfugtighed (%)	Afstand (mm)	
22.00	80.00	7.92
22.00	80.00	7.72
22.10	79.00	8.17
22.00	80.00	7.78
22.00	80.00	7.59
22.00	80.00	7.67
21.90	80.00	7.63
22.00	79.00	7.61
22.00	79.00	7.67
22.00	79.00	7.72
22.00	79.00	7.69
22.00	79.00	7.22
22.00	79.00	7.46
22.10	79.00	7.74
22.00	79.00	7.72
22.00	79.00	7.69
22.00	79.00	7.72
22.10	79.00	7.54
22.10	79.00	7.81
22.10	79.00	7.59
22.00	79.00	7.67
22.10	79.00	7.67
22.00	79.00	7.59
22.00	79.00	7.72
22.00	79.00	7.65
22.00	79.00	7.74
22.00	79.00	7.61
22.10	79.00	7.72
22.10	80.00	7.56
22.10	80.00	7.74
22.10	80.00	8.24
22.10	80.00	7.74
22.10	80.00	7.67
22.00	80.00	7.59
22.10	80.00	7.72
22.10	80.00	7.59
22.00	80.00	7.90
21.90	80.00	7.54
22.10	80.00	7.74
22.00	79.00	7.54
22.10	79.00	7.65
22.00	79.00	7.67
22.00	79.00	7.63
22.00	79.00	7.72
22.10	79.00	7.56
22.10	79.00	7.74
22.10	80.00	7.56
22.10	80.00	7.72
22.10	80.00	7.59
22.10	80.00	7.65
22.00	80.00	7.65
22.10	80.00	7.61
22.00	81.00	7.69
22.20	80.00	7.61
22.10	81.00	7.74
22.10	81.00	6.74
22.00	81.00	7.74
22.10	81.00	7.61
22.10	81.00	7.65
22.00	81.00	7.63
22.10	81.00	7.50
22.00	81.00	7.74
22.10	81.00	7.61
22.10	81.00	7.69
22.10	81.00	8.19
22.10	81.00	7.59
22.10	81.00	7.69
22.10	81.00	6.69
22.10	81.00	7.74
22.10	81.00	7.56
22.10	81.00	7.33
22.10	81.00	7.85
22.10	81.00	7.50
22.10	81.00	7.72
22.10	81.00	7.59
22.10	81.00	7.67
22.10	81.00	7.59
22.10	81.00	8.04
22.20	81.00	8.24
22.20	80.00	7.69
22.10	81.00	7.52
22.20	81.00	6.74
22.10	80.00	7.81
22.20	80.00	7.56
22.20	80.00	7.88
22.10	80.00	8.14
22.20	80.00	7.69
22.10	80.00	7.50
22.20	81.00	7.72
22.10	81.00	7.63
22.10	81.00	7.65
22.10	81.00	7.67
22.10	81.00	7.61
22.20	81.00	7.76
22.20	81.00	7.50
22.20	81.00	7.74
22.20	81.00	7.54
22.20	81.00	7.65
22.20	81.00	7.61
22.10	81.00	7.63
22.10	81.00	7.67
22.20	81.00	7.59
22.10	81.00	7.69
22.20	80.00	7.63
22.20	81.00	7.74
22.20	81.00	7.56
22.20	81.00	7.72
22.20	81.00	7.61
22.10	81.00	7.69
22.20	81.00	7.65
22.20	81.00	6.77
22.20	81.00	7.69
22.20	81.00	6.71
22.20	81.00	7.72
22.10	81.00	7.59
22.20	80.00	7.69
22.20	80.00	7.59
22.20	80.00	7.63
22.10	80.00	7.69
22.20	80.00	7.63
22.20	80.00	7.67
22.10	79.00	7.56
22.10	79.00	7.72
22.10	79.00	7.59
22.20	79.00	7.69
22.20	79.00	7.54
22.10	79.00	7.72
22.20	79.00	7.59
22.20	79.00	6.76
22.10	78.00	7.61
22.20	78.00	7.63
22.20	78.00	7.67
22.20	78.00	7.63
22.20	78.00	7.69
22.20	78.00	7.63
22.20	77.00	7.67
22.20	77.00	7.63
22.20	77.00	7.72
22.20	78.00	7.16
22.20	78.00	8.24
22.20	78.00	7.52
22.20	78.00	7.90
22.20	78.00	7.54
22.20	78.00	7.74
22.20	78.00	7.61
22.20	78.00	6.76
22.20	78.00	7.76
22.20	78.00	7.59
22.20	78.00	7.72
22.20	78.00	7.56
22.20	78.00	7.69
22.20	78.00	7.50
22.20	78.00	7.72
22.20	78.00	7.61
22.20	78.00	7.74
22.20	78.00	7.61
22.30	78.00	7.63
22.30	78.00	8.22
22.20	78.00	7.63
22.20	78.00	7.63
22.20	78.00	7.29
22.30	78.00	7.72
22.20	78.00	7.61
22.20	78.00	7.59
22.30	79.00	7.29
22.30	79.00	8.22
22.30	78.00	7.33
22.30	79.00	7.72
22.20	79.00	7.56
22.30	79.00	7.65
22.30	79.00	7.52
22.30	79.00	7.61
22.20	79.00	7.90
22.40	79.00	7.46
22.30	79.00	7.61
22.20	79.00	7.63
22.30	79.00	6.72
22.20	79.00	7.69
22.30	79.00	7.61
22.30	79.00	7.59
22.30	79.00	7.46
22.30	79.00	7.63
22.30	79.00	6.74
22.30	79.00	7.65
22.20	79.00	7.56
22.30	79.00	7.61
22.30	79.00	7.48
22.30	79.00	7.74
22.30	79.00	7.59
22.30	79.00	7.61
22.30	79.00	7.48
22.30	79.00	7.61
22.30	79.00	7.63
22.30	79.00	7.56
22.30	78.00	7.50
22.30	78.00	7.56
22.30	78.00	7.54
22.30	78.00	7.52
22.30	78.00	7.61
22.30	78.00	7.48
22.30	78.00	7.10
22.30	78.00	7.52
22.30	77.00	7.46
22.30	77.00	7.50
22.30	77.00	6.67
22.30	77.00	7.52
22.30	77.00	8.14
22.30	77.00	7.56
22.30	77.00	7.54
22.30	77.00	7.56
22.30	77.00	7.10
22.30	77.00	7.83
22.30	77.00	7.48
22.30	77.00	7.63
22.20	77.00	7.48
22.30	77.00	7.63
22.30	77.00	7.50
22.30	77.00	7.61
22.30	77.00	8.09
22.30	77.00	6.66
22.30	77.00	7.65
22.30	77.00	7.48
22.20	77.00	7.61
22.30	78.00	7.46
22.30	78.00	7.65
22.30	78.00	7.48
22.30	78.00	7.63
22.30	78.00	7.50
22.30	77.00	7.56
22.30	78.00	7.56
22.30	78.00	6.66
22.30	78.00	7.65
22.40	77.00	7.48
22.30	77.00	7.63
22.30	77.00	7.46
22.30	77.00	7.54
22.30	77.00	7.59
22.30	77.00	7.35
22.40	77.00	7.59
22.30	77.00	7.52
22.40	77.00	7.59
22.20	77.00	7.48
22.40	77.00	7.65
22.30	77.00	7.52
22.40	77.00	7.52
22.40	78.00	7.54
22.40	77.00	7.52
22.40	77.00	8.12
22.40	78.00	7.52
22.30	77.00	7.23
22.40	77.00	7.44
22.30	77.00	7.52
22.40	77.00	8.09
22.40	77.00	7.18
22.40	77.00	7.23
22.40	77.00	7.48
22.40	77.00	7.63
22.40	77.00	7.56
22.30	77.00	7.56
22.40	77.00	7.61
22.30	77.00	7.50
22.40	77.00	7.63
22.40	76.00	7.48
22.30	76.00	7.56
22.30	76.00	7.56
22.40	76.00	7.50
22.40	76.00	7.59
22.40	76.00	7.46
22.40	76.00	7.65
22.40	76.00	7.52
22.40	76.00	7.35
22.40	76.00	7.22
22.40	76.00	7.25
22.40	76.00	7.76
22.40	76.00	7.22
22.40	76.00	7.63
22.30	76.00	7.50
22.40	75.00	7.54
22.40	75.00	7.56
22.30	75.00	7.50
22.30	75.00	7.63
22.40	75.00	6.61
22.40	75.00	7.67
22.30	75.00	7.50
22.40	75.00	7.59
22.40	75.00	7.97
22.40	75.00	7.16
22.40	75.00	7.65
22.40	75.00	7.52
22.40	75.00	7.54
22.40	75.00	7.61
22.40	75.00	7.50
22.40	75.00	7.65
22.40	75.00	7.48
22.40	75.00	7.65
22.30	75.00	7.46
22.40	74.00	7.56
22.40	75.00	7.59
22.40	75.00	7.50
22.40	75.00	7.63
22.30	75.00	7.50
22.40	75.00	7.63
22.40	75.00	7.48
22.30	75.00	6.67
22.40	75.00	7.59
22.40	75.00	7.52
22.40	75.00	7.95
22.40	75.00	8.14
22.40	75.00	7.52
22.40	76.00	7.38
22.40	76.00	7.67
22.40	76.00	7.76
22.40	76.00	7.22
22.40	76.00	7.74
22.40	77.00	7.14
22.40	77.00	7.92
22.40	77.00	7.81
22.40	77.00	7.90
22.50	77.00	7.72
22.50	77.00	7.23
22.50	77.00	8.09
22.40	77.00	7.54
22.40	77.00	7.52
22.40	77.00	7.63
22.40	77.00	7.50
22.40	76.00	7.65
22.40	76.00	7.44
22.40	76.00	7.50
22.40	76.00	7.56
22.40	76.00	7.48
22.40	76.00	7.54
22.40	76.00	7.42
22.40	76.00	7.54
22.40	76.00	7.46
22.50	76.00	7.44
22.40	76.00	7.52
22.40	76.00	7.40
22.40	77.00	7.52
22.40	77.00	7.42
22.30	77.00	7.46
22.40	77.00	7.50
22.40	77.00	7.42
22.40	77.00	7.54
22.40	77.00	7.46
22.40	77.00	7.44
22.40	77.00	7.56
22.40	77.00	7.40
22.40	77.00	6.66
22.30	77.00	7.48
22.40	76.00	7.44
22.40	77.00	7.50
22.40	76.00	7.46
22.40	77.00	7.54
22.50	77.00	7.40
22.40	77.00	7.52
22.40	77.00	7.35
22.40	77.00	7.48
22.40	78.00	7.46
22.40	78.00	7.48
22.40	78.00	7.48
22.40	78.00	7.42
22.40	77.00	7.42
22.40	77.00	7.40
22.40	77.00	7.54
22.50	78.00	6.56
22.40	78.00	7.54
22.30	78.00	7.40
22.40	78.00	7.50
22.40	78.00	7.46
22.40	78.00	7.42
22.40	78.00	7.52
22.40	78.00	7.44
22.40	78.00	7.52
22.40	78.00	7.44
22.40	78.00	7.46
22.40	79.00	7.52
22.40	79.00	7.44
22.40	79.00	7.52
22.40	79.00	7.40
22.40	79.00	7.52
22.40	79.00	7.40
22.40	79.00	7.54
22.40	79.00	7.44
22.40	79.00	7.42
22.40	79.00	7.52
22.40	79.00	7.42
22.40	79.00	7.54
22.40	79.00	7.10
22.40	79.00	7.78
22.40	79.00	7.14
22.40	79.00	6.42
22.40	79.00	7.54
22.50	79.00	7.38
22.40	79.00	7.54
22.30	79.00	7.35
22.40	79.00	7.54
22.40	79.00	7.38
22.40	79.00	7.46
22.40	79.00	7.18
22.40	80.00	7.83
22.40	79.00	7.50
22.40	79.00	7.44
22.40	79.00	7.56
22.40	79.00	7.42
22.40	79.00	7.42
22.40	79.00	7.52
22.40	79.00	7.40
22.40	79.00	7.52
22.40	79.00	7.42
22.40	79.00	7.52
22.40	79.00	7.35
22.40	80.00	7.46
22.40	80.00	7.46
22.40	80.00	7.81
22.40	80.00	7.65
22.40	80.00	7.42
22.40	80.00	7.54
22.40	80.00	7.44
22.30	80.00	7.44
22.40	80.00	7.54
22.40	80.00	7.40
22.40	80.00	7.54
22.40	80.00	7.27
22.40	80.00	7.88
22.40	80.00	7.48
22.40	80.00	7.38
22.40	80.00	7.54
22.30	80.00	7.40
22.40	80.00	7.46
22.30	80.00	7.48
22.40	80.00	7.40
22.40	80.00	7.90
22.40	80.00	7.74
22.40	80.00	7.56
22.40	80.00	7.74
22.40	80.00	8.00
22.40	80.00	7.08
22.40	80.00	7.18
22.40	80.00	7.42
22.40	80.00	7.48
22.30	80.00	7.40
22.40	80.00	7.50
22.40	80.00	7.29
22.40	80.00	7.38
22.40	80.00	7.88
22.40	80.00	7.33
22.40	80.00	7.54
22.40	80.00	7.40
22.40	80.00	7.42
22.30	80.00	7.27
22.40	81.00	7.46
22.30	81.00	7.31
22.40	81.00	7.40
22.30	81.00	7.38
22.40	81.00	7.33
22.30	81.00	7.40
22.40	80.00	7.33
22.40	81.00	7.42
22.30	81.00	7.31
22.40	81.00	7.33
22.40	81.00	7.40
22.40	81.00	7.29
22.40	81.00	7.44
22.30	81.00	7.27
22.40	81.00	7.42
22.40	80.00	7.38
22.40	81.00	7.31
22.40	81.00	7.04
22.40	81.00	7.35
22.40	81.00	7.02
22.40	81.00	6.31
22.40	81.00	6.57
22.40	81.00	7.27
22.40	81.00	7.56
22.40	81.00	6.95
22.40	81.00	7.78
22.40	81.00	6.99
22.40	81.00	6.97
22.40	82.00	7.52
22.40	82.00	7.85
22.40	81.00	7.08
22.40	81.00	7.40
22.40	81.00	7.31
22.40	81.00	7.44
22.40	81.00	7.29
22.40	81.00	7.42
22.30	81.00	7.29
22.40	81.00	7.31
22.30	81.00	7.40
22.30	81.00	7.29
22.40	81.00	7.63
22.40	81.00	6.99
22.40	82.00	7.35
22.30	82.00	7.40
22.30	81.00	7.29
22.40	82.00	7.44
22.30	82.00	6.48
22.30	81.00	7.42
22.30	81.00	7.40
22.30	81.00	6.51
22.30	81.00	7.48
22.30	81.00	7.29
22.30	82.00	6.56
22.40	81.00	7.42
22.40	82.00	7.31
22.40	82.00	7.44
22.40	82.00	7.31
22.40	82.00	7.38
22.30	82.00	7.38
22.40	82.00	7.33
22.30	82.00	7.46
22.40	82.00	7.27
22.30	82.00	6.53
22.40	82.00	7.44
22.40	82.00	7.29
22.30	82.00	7.42
22.30	82.00	7.44
22.30	82.00	7.33
22.30	82.00	7.44
22.40	82.00	7.29
22.40	82.00	7.40
22.30	82.00	7.40
22.30	82.00	7.27
22.40	82.00	7.44
22.40	82.00	6.74
22.30	82.00	7.42
22.30	82.00	7.35
22.40	82.00	7.61
22.40	82.00	7.42
22.30	82.00	7.31
22.30	82.00	7.44
22.30	82.00	7.08
22.40	82.00	7.63
22.40	82.00	7.78
22.40	82.00	7.40
22.30	82.00	7.08
22.40	82.00	7.40
22.40	82.00	7.35
22.30	82.00	7.42
22.30	82.00	7.29
22.40	82.00	7.46
22.40	82.00	7.31
22.30	82.00	7.42
22.30	82.00	7.33
22.30	82.00	6.46
22.30	82.00	7.48
22.30	82.00	7.22
22.30	82.00	7.29
22.30	82.00	7.31
22.30	82.00	7.27
22.30	82.00	7.40
22.40	82.00	7.35
22.30	82.00	7.46
22.30	82.00	7.25
22.30	82.00	7.29
22.30	82.00	7.29
22.30	82.00	6.97
22.30	82.00	7.78
22.30	82.00	7.74
22.30	81.00	7.52
22.30	82.00	7.22
22.30	82.00	7.25
22.30	81.00	7.31
22.30	82.00	7.25
22.30	82.00	7.33
22.30	82.00	7.23
22.30	82.00	7.29
22.30	82.00	7.31
22.40	82.00	7.22
22.30	82.00	7.35
22.20	82.00	7.22
22.30	82.00	7.35
22.30	82.00	7.29
22.30	82.00	7.23
22.30	82.00	7.33
22.20	82.00	7.63
22.40	82.00	7.08
22.30	82.00	7.31
22.30	82.00	6.97
22.30	82.00	7.54
22.30	82.00	7.18
22.40	82.00	7.65
22.30	82.00	7.76
22.30	82.00	7.35
22.30	82.00	7.25
22.30	82.00	7.25
22.30	82.00	7.31
22.30	82.00	7.20
22.30	82.00	7.38
22.40	82.00	7.22
22.30	82.00	7.27
22.30	82.00	7.23
22.30	82.00	7.29
22.30	82.00	7.27
22.30	82.00	7.31
22.30	82.00	7.35
22.30	82.00	7.61
22.30	82.00	7.16
22.30	83.00	7.25
22.30	83.00	7.33
22.30	83.00	7.20
22.20	83.00	7.20
22.30	83.00	7.33
22.20	82.00	7.18
22.30	82.00	7.33
22.30	83.00	7.23
22.30	82.00	7.33
22.30	83.00	7.23
22.30	83.00	7.35
22.30	83.00	7.22
22.20	83.00	7.38
22.20	83.00	7.18
22.30	82.00	7.33
22.30	82.00	7.23
22.30	82.00	7.31
22.30	82.00	7.06
22.30	83.00	7.29
22.30	83.00	7.31
22.30	83.00	7.18
22.30	82.00	7.29
22.30	82.00	7.27
22.30	82.00	7.33
22.20	83.00	7.23
22.30	82.00	7.33
22.20	82.00	7.23
22.30	82.00	7.35
22.30	82.00	6.43
22.30	82.00	7.38
22.30	82.00	7.22
22.30	82.00	7.23
22.20	82.00	7.33
22.30	82.00	7.25
22.30	81.00	7.33
22.20	81.00	7.22
22.30	81.00	7.35
22.30	81.00	7.23
22.20	81.00	7.27
22.30	81.00	7.27
22.30	81.00	7.27
22.20	81.00	7.29
22.20	81.00	7.23
22.20	82.00	7.33
22.30	82.00	7.23
22.30	82.00	7.33
22.20	81.00	7.18
22.20	82.00	7.33
22.30	81.00	7.20
22.30	81.00	7.33
22.30	81.00	7.25
22.30	81.00	7.33
22.20	81.00	7.23
22.20	81.00	6.43
22.30	80.00	7.22
22.30	80.00	7.10
22.30	80.00	7.23
22.30	80.00	7.27
22.20	80.00	7.25
22.20	80.00	7.18
22.20	80.00	7.20
22.20	80.00	6.38
22.20	80.00	7.25
22.20	80.00	7.20
22.20	80.00	7.14
22.20	80.00	7.29
22.20	80.00	7.27
22.20	80.00	7.16
22.20	80.00	7.25
22.20	80.00	7.20
22.20	80.00	7.16
22.20	80.00	7.12
22.20	80.00	7.29
22.20	80.00	7.76
22.20	80.00	7.50
22.30	80.00	7.16
22.20	80.00	7.29
22.20	80.00	7.72
22.20	80.00	7.20
22.10	80.00	7.12
22.20	80.00	7.23
22.20	80.00	7.18
22.20	80.00	7.14
22.20	80.00	7.31
22.30	81.00	7.20
22.20	81.00	7.16
22.20	80.00	7.23
22.20	81.00	7.20
22.30	81.00	7.16
22.20	80.00	7.18
22.30	81.00	7.25
22.20	81.00	7.14
22.20	81.00	7.16
22.30	81.00	7.25
22.30	81.00	7.20
22.30	81.00	7.18
22.30	81.00	7.25
22.30	82.00	7.22
22.20	82.00	7.16
22.30	82.00	7.27
22.30	82.00	7.22
22.20	82.00	7.16
22.20	82.00	7.14
22.30	82.00	7.23
22.30	82.00	6.43
22.20	82.00	6.46
22.30	82.00	7.25
22.30	82.00	7.27
22.30	82.00	7.69
22.30	82.00	7.25
22.30	82.00	7.16
22.30	82.00	7.10
22.30	82.00	7.23
22.30	82.00	7.65
22.30	82.00	7.14
22.30	82.00	7.20
22.30	82.00	7.27
22.30	82.00	7.22
22.30	82.00	7.16
22.30	82.00	7.23
22.30	82.00	7.38
22.30	82.00	7.02
22.30	82.00	7.10
22.30	82.00	7.23
22.30	82.00	7.22
22.20	82.00	7.14
22.30	82.00	7.27
22.30	82.00	7.22
22.20	82.00	7.16
22.20	81.00	7.20
22.30	81.00	7.27
22.30	81.00	7.22
22.30	81.00	7.12
22.30	81.00	7.25
22.20	81.00	7.22
22.30	81.00	6.38
22.20	81.00	7.23
22.30	81.00	7.22
22.30	81.00	7.14
22.30	81.00	7.18
22.20	81.00	7.25
22.20	81.00	6.99
22.30	81.00	6.40
22.30	81.00	7.16
22.30	81.00	7.18
22.30	81.00	7.14
22.30	81.00	7.23
22.30	81.00	7.23
22.30	81.00	7.06
22.20	81.00	7.23
22.30	81.00	7.27
22.30	81.00	7.14
22.30	81.00	7.10
22.20	81.00	7.18
22.30	81.00	7.12
22.30	81.00	7.06
22.30	81.00	6.81
22.20	81.00	7.54
22.30	80.00	7.20
22.30	81.00	7.20
22.20	81.00	7.18
22.30	81.00	7.14
22.20	81.00	7.14
22.30	81.00	7.18
22.30	81.00	7.08
22.30	81.00	7.10
22.30	81.00	7.18
22.30	81.00	7.06
22.20	81.00	7.12
22.30	81.00	7.18
22.30	81.00	7.12
22.30	81.00	7.06
22.30	80.00	7.18
22.20	80.00	7.18
22.30	80.00	7.04
22.30	80.00	7.14
22.20	80.00	7.16
22.20	80.00	6.21
22.30	80.00	7.14
22.30	80.00	7.18
22.20	81.00	7.01
22.30	81.00	7.08
22.20	81.00	7.20
22.30	81.00	7.08
22.30	81.00	7.08
22.30	81.00	7.20
22.30	81.00	7.06
22.30	81.00	7.06
22.30	81.00	7.18
22.30	81.00	7.08
22.20	81.00	7.04
22.30	81.00	7.16
22.30	81.00	7.14
22.30	81.00	7.08
22.20	81.00	7.16
22.30	81.00	7.18
22.30	81.00	7.04
22.30	81.00	7.12
22.20	81.00	6.88
22.30	81.00	6.90
22.30	81.00	7.48
22.30	81.00	7.16
22.30	81.00	7.12
22.30	81.00	7.08
22.30	80.00	7.22
22.30	80.00	7.44
22.30	80.00	6.92
22.30	80.00	7.18
22.20	80.00	7.10
22.30	80.00	7.08
22.20	80.00	7.14
22.20	80.00	7.16
22.30	80.00	7.06
22.30	80.00	6.38
22.20	80.00	7.18
22.20	80.00	7.04
22.30	80.00	7.12
22.20	80.00	7.18
22.20	80.00	7.06
22.20	80.00	7.08
22.30	80.00	7.16
22.20	80.00	7.04
22.20	80.00	7.06
22.30	80.00	7.50
22.30	80.00	7.25
22.30	80.00	7.10
22.30	80.00	7.18
22.20	80.00	6.77
22.30	80.00	7.10
22.30	80.00	6.99
22.30	81.00	7.31
22.20	81.00	6.90
22.30	81.00	7.10
22.20	81.00	7.16
22.30	81.00	7.04
22.20	81.00	6.32
22.30	81.00	7.18
22.20	81.00	7.12
22.30	81.00	7.08
22.30	81.00	7.18
22.20	81.00	7.12
22.30	81.00	7.08
22.20	80.00	7.10
22.30	80.00	7.14
22.20	80.00	7.61
22.30	80.00	7.61
22.30	80.00	7.38
22.20	80.00	7.33
22.00	80.00	7.35
22.30	80.00	7.14
22.20	80.00	7.06
22.30	80.00	7.18
22.10	80.00	7.01
22.30	80.00	7.01
22.20	80.00	7.10
22.20	80.00	6.97
22.30	80.00	6.92
22.20	80.00	7.10
22.20	80.00	7.01
22.20	80.00	7.22
22.20	81.00	7.06
22.20	81.00	7.08
22.20	81.00	6.99
22.20	81.00	7.10
22.20	81.00	7.08
22.30	81.00	6.97
22.20	81.00	7.04
22.30	81.00	7.04
22.30	81.00	6.99
22.20	81.00	7.02
22.20	81.00	7.10
22.30	81.00	6.99
22.20	81.00	7.02
22.30	80.00	7.08
22.20	80.00	7.04
22.20	80.00	6.97
22.20	80.00	7.10
22.20	80.00	7.02
22.20	80.00	6.99
22.20	80.00	7.08
22.20	80.00	7.06
22.20	80.00	7.01
22.30	80.00	7.10
22.20	80.00	7.06
22.20	80.00	7.01
22.20	79.00	7.12
22.20	79.00	7.06
22.20	79.00	6.99
22.10	79.00	6.97
22.20	79.00	7.10
22.20	80.00	7.01
22.20	80.00	7.23
22.20	80.00	7.10
22.20	80.00	7.04
22.30	80.00	6.99
22.20	80.00	7.10
22.20	79.00	7.04
22.30	79.00	6.97
22.20	79.00	7.10
22.30	79.00	7.02
22.20	79.00	6.97
22.20	79.00	7.12
22.20	79.00	6.99
22.20	79.00	7.02
22.20	79.00	7.10
22.20	79.00	6.99
22.20	79.00	7.02
22.20	79.00	7.10
22.20	79.00	7.01
22.20	80.00	7.08
22.20	80.00	7.10
22.20	79.00	6.99
22.30	80.00	7.12
22.20	79.00	7.04
22.20	79.00	7.01
22.20	79.00	7.12
22.20	80.00	7.10
22.20	80.00	7.50
22.20	80.00	6.15
22.30	80.00	7.12
22.20	80.00	7.06
22.20	80.00	7.01
22.20	80.00	7.14
22.20	80.00	7.02
22.20	80.00	6.88
22.20	80.00	7.33
22.30	80.00	6.95
22.30	81.00	6.99
22.20	80.00	7.08
22.30	81.00	7.02
22.30	81.00	6.99
22.20	81.00	7.08
22.30	81.00	6.97
22.20	81.00	7.02
22.30	81.00	7.04
22.30	81.00	6.97
22.20	81.00	6.25
22.30	81.00	7.10
22.30	81.00	6.93
22.30	81.00	6.92
22.20	81.00	6.99
22.30	81.00	6.88
22.30	81.00	6.97
22.20	81.00	7.01
22.20	81.00	7.01
22.30	80.00	6.90
22.20	80.00	7.04
22.20	80.00	6.95
22.20	80.00	6.95
22.20	80.00	6.99
22.30	80.00	6.97
22.30	80.00	6.92
22.30	80.00	7.01
22.20	80.00	6.90
22.20	81.00	6.88
22.20	81.00	7.04
22.20	81.00	6.90
22.20	81.00	6.97
22.20	81.00	7.02
22.20	81.00	6.92
22.20	81.00	6.93
22.20	81.00	7.01
22.30	81.00	6.93
22.20	81.00	7.04
22.20	81.00	6.99
22.20	81.00	6.93
22.30	81.00	7.25
22.20	81.00	7.04
22.20	81.00	6.34
22.30	81.00	6.84
22.30	81.00	7.02
22.20	81.00	6.97
22.20	81.00	6.99
22.20	81.00	6.90
22.20	81.00	6.97
22.20	80.00	6.99
22.20	81.00	6.93
22.10	81.00	7.04
22.20	80.00	6.99
22.20	81.00	6.92
22.20	80.00	7.01
22.20	81.00	6.95
22.20	80.00	6.92
22.20	81.00	6.90
22.20	81.00	6.71
22.20	80.00	7.06
22.20	81.00	7.04
22.20	81.00	7.12
22.20	80.00	7.23
22.20	81.00	7.23
22.20	80.00	6.93
22.20	80.00	6.93
22.20	80.00	7.02
22.20	81.00	6.88
22.10	80.00	6.95
22.20	80.00	7.01
22.20	80.00	6.90
22.20	80.00	6.90
22.20	80.00	6.99
22.20	80.00	6.88
22.20	80.00	6.99
22.20	80.00	6.71
22.20	80.00	6.90
22.20	80.00	6.97
22.20	80.00	6.99
22.20	80.00	6.92
22.20	80.00	7.02
22.10	80.00	7.01
22.20	80.00	6.92
22.20	80.00	6.93
22.20	80.00	6.90
22.20	80.00	6.97
22.20	80.00	7.01
22.20	79.00	6.83
22.20	80.00	6.99
22.20	79.00	6.95
22.20	79.00	6.92
22.20	79.00	6.95
22.20	79.00	6.90
22.20	79.00	6.84
22.20	80.00	7.04
22.20	80.00	6.86
22.10	80.00	6.93
22.20	80.00	6.76
22.20	80.00	6.86
22.20	80.00	6.92
22.20	80.00	6.92
22.20	80.00	6.71
22.20	80.00	6.92
22.10	80.00	6.95
22.20	80.00	6.83
22.20	80.00	6.90
22.20	80.00	6.92
22.20	80.00	6.19
22.20	81.00	6.93
22.20	81.00	6.88
22.20	81.00	6.84
22.20	80.00	6.64
22.20	80.00	6.15
22.20	80.00	6.90
22.10	80.00	6.95
22.20	80.00	6.81
22.10	80.00	6.93
22.10	80.00	6.93
22.10	80.00	6.84
22.20	80.00	6.95
22.20	80.00	6.92
22.10	80.00	6.88
22.20	80.00	6.93
22.20	80.00	6.93
22.20	80.00	6.86
22.10	80.00	6.95
22.20	80.00	6.92
22.20	80.00	6.86
22.10	80.00	6.95
22.20	80.00	6.86
22.20	81.00	6.86
22.20	81.00	6.97
22.20	81.00	6.90
22.20	81.00	6.84
22.20	81.00	6.92
22.20	81.00	6.92
22.20	81.00	6.81
22.20	81.00	6.24
22.20	81.00	6.92
22.20	81.00	6.86
22.20	81.00	6.93
22.20	81.00	6.92
22.20	81.00	6.81
22.20	81.00	6.86
22.20	80.00	6.92
22.20	81.00	6.84
22.20	81.00	6.93
22.20	81.00	6.88
22.20	81.00	6.84
22.20	81.00	7.04
22.20	81.00	6.84
22.10	81.00	6.86
22.20	81.00	6.95
22.20	81.00	6.88
22.20	81.00	6.88
22.20	81.00	6.95
22.20	81.00	6.93
22.20	81.00	6.86
22.20	80.00	6.97
22.20	81.00	7.08
22.30	81.00	6.84
22.20	80.00	6.88
22.20	81.00	6.93
22.10	81.00	6.86
22.20	80.00	6.93
22.20	81.00	6.88
22.10	81.00	6.83
22.20	81.00	6.88
22.20	81.00	6.86
22.10	81.00	6.84
22.20	81.00	6.84
22.10	81.00	6.88
22.20	81.00	6.86
22.20	81.00	6.88
22.20	81.00	6.79
22.10	81.00	6.86
22.10	81.00	6.95
22.10	81.00	6.81
22.20	81.00	6.79
22.20	81.00	6.74
22.20	81.00	6.71
22.20	81.00	6.86
22.20	82.00	6.79
22.20	82.00	7.01
22.20	82.00	6.86
22.20	82.00	6.84
22.10	82.00	6.76
22.20	82.00	6.86
22.20	81.00	6.84
22.30	82.00	6.77
22.20	82.00	6.21
22.20	81.00	6.71
22.20	82.00	7.14
22.20	82.00	6.25
22.20	82.00	6.81
22.20	82.00	6.79
22.20	81.00	6.88
22.20	82.00	6.84
22.20	81.00	6.76
22.20	81.00	6.86
22.20	81.00	6.81
22.20	81.00	6.83
22.20	81.00	6.79
22.20	81.00	6.79
22.20	81.00	7.35
22.20	81.00	6.88
22.20	81.00	6.83
22.20	81.00	6.15
22.20	81.00	6.86
22.20	80.00	6.77
22.20	80.00	6.81
22.20	80.00	6.88
22.20	80.00	6.74
22.20	80.00	6.83
22.20	80.00	6.86
22.20	80.00	6.77
22.10	80.00	6.86
22.20	80.00	6.86
22.20	80.00	6.77
22.10	80.00	6.79
22.10	80.00	6.86
22.10	80.00	6.76
22.20	79.00	6.84
22.10	79.00	6.84
22.10	79.00	6.76
22.10	78.00	6.83
22.10	78.00	6.86
22.10	78.00	6.74
22.10	78.00	6.88
22.10	78.00	6.83
22.10	78.00	6.77
22.10	78.00	6.88
22.10	78.00	6.84
22.20	78.00	6.79
22.20	78.00	6.88
22.10	78.00	6.83
22.10	78.00	6.72
22.10	78.00	6.84
22.20	78.00	6.76
22.10	78.00	6.83
