Temperatur (C)	Luftfugtighed (%)	Afstand (mm)	
23.60	81.00	5.61
23.70	80.00	6.05
23.60	81.00	6.08
23.70	81.00	6.08
23.70	81.00	6.08
23.60	81.00	6.16
23.70	81.00	6.16
23.70	81.00	6.16
23.60	81.00	6.15
23.70	81.00	6.13
23.60	81.00	6.12
23.70	81.00	6.15
23.60	81.00	6.11
23.60	81.00	6.05
23.70	81.00	5.19
23.60	81.00	6.05
23.70	82.00	5.19
23.60	81.00	6.05
23.70	81.00	6.09
23.70	82.00	5.22
23.60	82.00	5.28
23.70	82.00	6.15
23.60	82.00	6.16
23.70	82.00	6.12
23.70	82.00	6.13
23.70	82.00	6.13
23.70	82.00	6.13
23.70	82.00	6.09
23.60	82.00	6.06
23.70	82.00	6.05
23.70	82.00	5.21
23.60	82.00	6.09
23.60	82.00	6.09
23.60	82.00	6.12
23.60	82.00	6.16
23.60	82.00	6.15
23.60	82.00	6.00
23.70	82.00	5.88
23.70	82.00	6.08
23.70	82.00	6.11
23.60	82.00	6.06
23.60	82.00	6.06
23.70	82.00	6.09
23.70	82.00	6.09
23.70	82.00	6.06
23.60	82.00	6.08
23.60	82.00	6.09
23.50	83.00	6.13
23.60	83.00	6.11
23.60	83.00	6.15
23.60	83.00	6.16
23.60	83.00	6.15
23.70	83.00	6.09
23.70	83.00	6.04
23.60	83.00	6.02
23.60	83.00	6.04
23.60	83.00	6.05
23.60	83.00	6.02
23.70	83.00	6.04
23.60	83.00	6.09
23.60	83.00	6.12
23.60	83.00	6.09
23.60	83.00	6.11
23.70	83.00	6.09
23.60	83.00	6.06
23.60	83.00	6.05
23.70	83.00	6.05
23.50	83.00	6.00
23.60	83.00	6.02
23.50	83.00	6.04
23.60	83.00	6.02
23.60	83.00	6.06
23.60	83.00	6.08
23.60	83.00	6.08
23.60	83.00	6.09
23.60	83.00	6.09
23.60	83.00	6.37
23.60	83.00	6.32
23.60	83.00	6.11
23.60	83.00	6.09
23.70	83.00	6.08
23.60	83.00	6.04
23.60	83.00	5.14
23.60	83.00	5.97
23.60	83.00	6.09
23.60	84.00	6.04
23.50	83.00	5.24
23.60	83.00	6.09
23.60	83.00	6.09
23.50	83.00	6.11
23.50	83.00	6.12
23.60	83.00	6.06
23.60	83.00	6.05
23.60	83.00	6.04
23.60	83.00	6.02
23.60	83.00	5.81
23.60	83.00	5.96
23.60	83.00	6.04
23.60	83.00	6.04
23.60	83.00	6.06
23.60	83.00	6.05
23.60	83.00	6.08
23.50	83.00	6.09
23.60	83.00	6.08
23.60	83.00	6.35
23.60	83.00	6.16
23.60	83.00	6.08
23.60	83.00	6.01
23.50	84.00	5.10
23.50	83.00	5.93
23.60	83.00	6.11
23.60	83.00	6.13
23.60	83.00	5.94
23.50	83.00	6.34
23.60	83.00	6.12
23.50	83.00	6.08
23.60	83.00	6.06
23.60	83.00	6.01
23.50	83.00	5.11
23.50	83.00	5.98
23.50	83.00	6.04
23.50	83.00	6.01
23.50	83.00	6.06
23.50	83.00	6.06
23.50	83.00	6.02
23.50	83.00	5.16
23.50	83.00	6.00
23.50	83.00	6.02
23.60	83.00	5.17
23.50	83.00	6.00
23.50	84.00	6.04
23.50	83.00	6.06
23.60	83.00	6.05
23.50	84.00	6.04
23.50	83.00	6.04
23.60	83.00	5.97
23.60	83.00	6.00
23.60	83.00	6.00
23.60	83.00	6.04
23.50	83.00	6.06
23.50	83.00	6.05
23.50	83.00	6.06
23.50	83.00	6.02
23.50	84.00	6.13
23.50	83.00	5.83
23.60	83.00	5.97
23.50	83.00	5.98
23.50	83.00	6.04
23.40	83.00	6.04
23.60	83.00	6.06
23.50	83.00	6.04
23.50	84.00	6.01
23.50	83.00	6.01
23.60	83.00	5.97
23.60	83.00	6.00
23.60	83.00	6.01
23.60	83.00	6.18
23.60	83.00	6.01
23.50	84.00	6.01
23.50	83.00	6.08
23.60	83.00	6.05
23.50	84.00	6.00
23.50	83.00	5.96
23.50	83.00	5.94
23.50	84.00	5.66
23.50	83.00	5.93
23.50	84.00	6.00
23.50	83.00	6.04
23.50	83.00	6.04
23.50	84.00	6.00
23.50	84.00	6.00
23.60	84.00	5.93
23.60	83.00	5.94
23.50	84.00	5.90
23.50	83.00	5.97
23.50	83.00	6.04
23.50	83.00	6.04
23.40	82.00	6.02
23.50	82.00	6.01
23.40	82.00	5.94
23.50	82.00	5.96
23.50	82.00	5.94
23.50	82.00	5.98
23.50	81.00	5.98
23.40	82.00	6.05
23.50	81.00	6.01
23.40	82.00	6.05
23.40	81.00	6.02
23.40	81.00	5.98
23.50	81.00	6.00
23.50	81.00	5.31
23.50	81.00	5.92
23.50	81.00	6.24
23.50	81.00	5.98
23.40	81.00	6.00
23.40	80.00	6.02
23.40	80.00	6.08
23.50	80.00	5.93
23.50	80.00	5.98
23.40	80.00	5.93
23.40	79.00	5.94
23.40	79.00	5.93
23.40	79.00	5.98
23.50	79.00	5.14
23.40	79.00	6.00
23.40	79.00	6.04
23.40	78.00	6.00
23.40	78.00	5.98
23.50	78.00	5.88
23.40	78.00	5.05
23.50	78.00	5.97
23.40	78.00	5.98
23.40	78.00	5.97
23.50	78.00	5.98
23.40	78.00	6.00
23.40	77.00	5.94
23.40	77.00	5.97
23.40	77.00	5.90
23.50	77.00	5.89
23.50	77.00	5.92
23.40	77.00	5.90
23.40	77.00	5.97
23.40	77.00	5.98
23.40	77.00	6.00
23.40	77.00	5.97
23.40	77.00	5.93
23.40	77.00	5.90
23.50	77.00	5.89
23.40	77.00	5.89
23.50	77.00	5.93
23.40	77.00	5.97
23.40	77.00	6.00
23.50	77.00	5.97
23.50	77.00	5.76
23.50	77.00	5.76
23.50	77.00	5.68
23.50	76.00	6.02
23.50	77.00	5.86
23.50	76.00	5.92
23.50	77.00	5.89
23.50	76.00	6.00
23.40	77.00	6.00
23.40	76.00	5.96
23.50	76.00	5.98
23.50	76.00	5.97
23.40	76.00	5.96
23.40	76.00	5.94
23.40	76.00	6.26
23.50	76.00	5.92
23.50	76.00	5.90
23.50	76.00	5.92
23.50	76.00	5.92
23.50	76.00	5.92
23.50	76.00	5.98
23.50	76.00	6.18
23.50	76.00	6.18
23.50	75.00	6.15
23.50	75.00	5.92
23.50	76.00	5.90
23.50	76.00	5.93
23.60	76.00	5.85
23.60	75.00	5.83
23.60	75.00	5.85
23.50	75.00	5.86
23.50	75.00	5.93
23.50	75.00	5.94
23.60	75.00	5.93
23.50	76.00	5.94
23.50	75.00	5.93
23.50	76.00	5.88
23.60	75.00	5.85
23.60	75.00	5.88
23.60	75.00	5.85
23.60	75.00	5.85
23.50	75.00	5.84
23.50	75.00	5.90
23.50	75.00	5.94
23.60	75.00	5.94
23.50	75.00	5.94
23.50	75.00	6.21
23.30	75.00	6.06
23.40	75.00	5.92
23.60	75.00	5.86
23.60	75.00	5.86
23.50	75.00	5.86
23.60	75.00	4.97
23.50	75.00	5.88
23.50	75.00	5.86
23.50	75.00	5.65
23.60	75.00	5.93
23.60	75.00	5.65
23.60	75.00	6.09
23.60	75.00	5.89
23.60	75.00	6.05
23.60	75.00	5.79
23.60	75.00	5.85
23.60	75.00	5.86
23.60	75.00	5.88
23.60	75.00	5.88
23.50	75.00	5.89
23.60	75.00	5.85
23.60	75.00	5.90
23.60	75.00	5.90
23.60	75.00	5.96
23.60	75.00	5.89
23.60	75.00	5.94
23.70	75.00	5.88
23.60	75.00	5.84
23.60	75.00	5.81
23.60	75.00	5.79
23.60	75.00	5.83
23.60	74.00	5.81
23.60	74.00	5.83
23.60	74.00	5.89
23.60	74.00	5.89
23.60	74.00	5.89
23.60	74.00	5.86
23.50	75.00	5.85
23.60	74.00	5.76
23.60	74.00	5.79
23.60	74.00	5.83
23.60	74.00	4.92
23.70	74.00	5.84
23.60	74.00	5.89
23.70	74.00	5.92
23.60	74.00	5.90
23.60	74.00	5.89
23.60	74.00	5.89
23.60	74.00	5.90
23.60	74.00	5.86
23.70	74.00	5.85
23.70	74.00	5.81
23.70	74.00	5.81
23.70	74.00	5.79
23.60	74.00	5.83
23.70	74.00	5.81
23.60	74.00	5.84
23.60	74.00	5.86
23.60	74.00	5.89
23.60	74.00	5.89
23.60	74.00	5.89
23.60	74.00	5.88
23.70	74.00	5.86
23.70	74.00	5.85
23.60	74.00	5.81
23.60	74.00	5.76
23.70	74.00	5.80
23.60	74.00	5.80
23.70	74.00	5.75
23.70	74.00	5.79
23.70	74.00	5.83
23.70	74.00	5.85
23.70	74.00	5.86
23.60	74.00	5.85
23.70	74.00	5.86
23.70	74.00	5.66
23.70	74.00	5.80
23.70	74.00	5.81
23.70	74.00	5.80
23.60	74.00	5.78
23.70	74.00	5.75
23.70	74.00	5.74
23.70	74.00	5.75
23.70	74.00	5.76
23.70	74.00	5.81
23.70	74.00	5.93
23.70	74.00	5.85
23.70	74.00	5.84
23.70	74.00	5.84
23.70	74.00	5.83
23.70	74.00	5.79
23.70	74.00	5.78
23.70	74.00	5.76
23.60	74.00	5.75
23.70	74.00	5.78
23.70	74.00	5.75
23.70	74.00	4.92
23.70	74.00	5.58
23.70	73.00	5.84
23.70	73.00	5.85
23.60	74.00	5.84
23.70	73.00	5.84
23.70	74.00	5.83
23.70	74.00	5.84
23.70	74.00	5.81
23.70	73.00	5.84
23.70	74.00	5.80
23.70	73.00	5.79
23.70	73.00	5.78
23.70	73.00	5.69
23.70	73.00	4.86
23.70	73.00	5.75
23.70	73.00	5.76
23.60	73.00	5.48
23.80	73.00	5.85
23.70	73.00	5.79
23.70	73.00	5.78
23.70	74.00	5.79
23.70	74.00	6.00
23.70	73.00	5.75
23.70	73.00	5.71
23.70	73.00	5.73
23.70	73.00	5.69
23.70	74.00	5.71
23.80	74.00	5.70
23.80	73.00	5.74
23.80	74.00	5.76
23.80	73.00	5.80
23.70	73.00	5.79
23.80	73.00	5.79
23.80	73.00	5.79
23.70	73.00	5.79
23.70	73.00	5.75
23.80	73.00	5.80
23.70	73.00	5.79
23.70	73.00	5.76
23.80	73.00	5.73
23.80	73.00	5.69
23.70	73.00	5.73
23.70	73.00	5.69
23.70	73.00	5.71
23.70	73.00	5.71
23.70	73.00	4.84
23.70	73.00	5.75
23.70	73.00	5.79
23.70	73.00	5.79
23.80	73.00	5.80
23.70	73.00	5.76
23.80	73.00	5.79
23.80	73.00	5.74
23.70	73.00	5.78
23.80	73.00	5.83
23.80	73.00	5.71
23.70	73.00	4.89
23.70	73.00	5.73
23.80	73.00	5.76
23.80	73.00	4.87
23.70	73.00	5.74
23.70	73.00	5.74
23.80	73.00	5.75
23.80	73.00	5.74
23.70	73.00	5.74
23.80	73.00	5.75
23.80	73.00	5.73
23.80	73.00	5.68
23.80	73.00	5.63
23.80	73.00	5.66
23.70	73.00	5.64
23.80	73.00	4.81
23.80	73.00	5.68
23.80	73.00	5.70
23.80	73.00	5.75
23.80	73.00	5.75
23.80	73.00	5.74
23.80	73.00	5.71
23.70	73.00	5.70
23.80	73.00	5.69
23.80	73.00	5.65
23.80	73.00	4.76
23.80	73.00	5.66
23.80	73.00	5.66
23.80	73.00	5.70
23.80	73.00	5.71
23.80	73.00	5.75
23.80	73.00	5.76
23.80	73.00	5.42
23.80	73.00	5.55
23.80	73.00	5.71
23.80	73.00	5.69
23.80	73.00	5.64
23.80	73.00	5.76
23.80	73.00	5.68
23.80	73.00	5.65
23.80	73.00	5.65
23.80	73.00	5.65
23.80	73.00	4.75
23.80	73.00	5.69
23.70	73.00	5.70
23.80	73.00	5.73
23.80	73.00	5.76
23.90	73.00	5.69
23.80	73.00	5.65
23.80	73.00	5.71
23.90	73.00	5.59
23.90	73.00	4.74
23.80	73.00	5.58
23.80	73.00	5.62
23.70	73.00	4.76
23.80	73.00	5.71
23.80	73.00	5.69
23.80	73.00	5.44
23.90	73.00	5.96
23.80	73.00	5.61
23.90	73.00	5.62
23.80	73.00	4.81
23.80	73.00	5.62
23.80	73.00	5.64
23.90	73.00	5.63
23.80	73.00	5.70
23.80	73.00	5.66
23.90	73.00	5.69
23.80	73.00	5.70
23.70	73.00	5.69
23.80	73.00	5.68
23.80	73.00	5.69
23.80	73.00	5.66
23.90	73.00	5.63
23.80	73.00	5.58
23.80	73.00	5.63
23.90	73.00	5.59
23.90	73.00	4.74
23.80	73.00	5.63
23.80	73.00	5.64
23.80	73.00	5.64
23.90	73.00	5.68
23.80	73.00	5.69
23.80	73.00	5.68
23.90	73.00	5.69
23.80	73.00	5.69
23.90	73.00	5.68
23.80	73.00	5.61
23.80	73.00	5.59
23.90	73.00	5.71
23.90	73.00	5.54
23.80	73.00	5.57
23.90	73.00	5.56
23.90	73.00	5.56
23.80	73.00	5.57
23.90	73.00	5.58
23.90	73.00	5.57
23.80	73.00	4.79
23.90	73.00	5.66
23.80	73.00	5.63
23.80	73.00	5.62
23.80	73.00	5.58
23.90	73.00	5.85
23.90	73.00	5.57
23.90	73.00	5.59
23.80	73.00	5.55
23.80	73.00	5.54
23.90	73.00	5.83
23.90	73.00	5.55
23.90	73.00	5.58
23.90	73.00	4.72
23.90	73.00	5.65
23.90	73.00	5.65
23.90	73.00	5.64
23.90	73.00	5.62
23.90	73.00	5.64
23.90	73.00	5.63
23.90	73.00	5.61
23.90	73.00	5.57
23.80	73.00	5.55
23.90	73.00	5.54
23.90	73.00	5.17
23.90	73.00	5.81
23.90	73.00	5.55
23.80	73.00	5.57
23.80	73.00	5.55
23.90	73.00	5.62
23.90	73.00	5.64
23.90	73.00	5.61
23.90	73.00	5.65
23.90	73.00	5.58
23.90	73.00	5.58
23.90	73.00	5.59
23.80	73.00	5.58
23.90	73.00	5.56
23.90	73.00	5.54
23.80	73.00	5.50
23.80	73.00	5.34
23.90	73.00	5.51
23.80	72.00	5.49
23.80	72.00	5.51
23.80	72.00	4.66
23.80	73.00	5.57
23.90	73.00	5.61
23.80	73.00	5.61
23.90	73.00	5.58
23.90	73.00	5.58
23.90	73.00	5.59
23.90	73.00	5.57
23.90	73.00	5.56
23.80	73.00	5.50
23.90	73.00	5.57
23.90	73.00	5.55
23.90	73.00	5.52
23.80	73.00	5.50
23.90	73.00	4.68
23.90	73.00	4.63
23.90	73.00	5.49
23.90	73.00	5.52
23.90	73.00	5.52
23.80	73.00	5.54
23.90	73.00	4.67
23.90	73.00	5.58
23.80	73.00	5.55
23.90	73.00	5.55
23.90	73.00	5.51
23.90	73.00	5.58
23.80	73.00	5.52
23.90	73.00	5.54
23.90	73.00	5.55
23.90	73.00	5.49
23.90	73.00	5.43
23.90	73.00	5.47
23.90	73.00	5.42
23.80	73.00	5.43
23.90	73.00	5.42
23.90	73.00	5.47
23.90	73.00	5.51
23.80	73.00	5.56
23.90	73.00	5.52
23.80	73.00	5.55
23.90	73.00	5.52
23.90	73.00	5.54
23.80	73.00	5.55
23.90	73.00	5.25
23.90	73.00	5.51
23.90	73.00	5.48
23.90	73.00	5.46
23.90	73.00	5.44
23.90	73.00	5.47
23.80	73.00	5.47
23.90	73.00	5.44
23.90	73.00	5.27
23.90	73.00	5.76
23.90	73.00	5.46
23.90	73.00	5.52
23.90	73.00	4.64
23.80	73.00	5.56
23.90	73.00	5.54
23.90	73.00	5.52
23.90	73.00	5.55
23.80	73.00	5.51
23.90	73.00	5.51
23.80	73.00	5.49
23.80	73.00	5.42
23.90	73.00	5.41
23.90	73.00	5.40
23.90	73.00	5.44
23.90	73.00	5.42
23.90	73.00	5.44
23.90	73.00	5.35
23.90	73.00	5.47
23.90	73.00	5.48
23.80	73.00	5.48
23.80	73.00	5.52
23.90	73.00	5.51
23.90	73.00	5.52
23.90	73.00	5.35
23.80	73.00	5.51
23.90	73.00	5.49
23.80	73.00	5.48
23.90	73.00	5.48
23.90	73.00	5.47
23.90	73.00	5.42
23.90	73.00	5.40
23.90	73.00	5.43
23.90	73.00	5.43
23.80	73.00	5.41
23.90	73.00	5.44
23.90	73.00	5.44
23.80	73.00	5.48
23.80	73.00	5.49
23.90	73.00	5.52
23.90	73.00	5.52
23.80	73.00	5.54
23.90	73.00	5.59
23.90	73.00	5.08
23.90	73.00	5.54
23.90	73.00	5.51
23.90	73.00	5.47
23.90	73.00	5.43
23.90	73.00	5.43
23.90	73.00	5.43
23.90	73.00	5.39
23.90	73.00	4.55
23.90	73.00	4.55
23.80	73.00	5.39
23.90	73.00	5.40
23.90	73.00	5.38
23.80	73.00	5.40
23.90	73.00	5.43
23.80	73.00	4.68
23.90	73.00	5.49
23.90	73.00	5.48
23.90	73.00	5.46
23.90	73.00	5.49
23.80	73.00	5.46
23.90	73.00	5.47
23.90	73.00	5.47
23.90	73.00	5.48
23.90	73.00	5.46
23.90	73.00	5.47
23.90	73.00	5.44
23.90	73.00	5.46
23.90	73.00	5.40
23.90	73.00	5.49
23.90	73.00	5.47
23.90	73.00	5.46
23.80	73.00	5.44
23.80	73.00	5.42
23.80	73.00	5.38
23.80	73.00	5.40
23.80	73.00	5.36
23.90	73.00	5.38
23.90	73.00	5.35
23.80	73.00	4.56
23.90	73.00	5.37
23.90	73.00	5.42
23.90	73.00	5.38
23.90	73.00	5.43
23.90	73.00	5.41
23.90	73.00	5.43
23.80	73.00	5.41
23.90	73.00	5.37
23.90	73.00	5.10
23.90	73.00	5.41
23.90	73.00	5.40
23.80	73.00	5.35
23.90	73.00	5.34
23.80	73.00	5.31
23.80	73.00	5.36
23.80	73.00	5.34
23.90	73.00	5.36
23.90	73.00	5.29
23.80	73.00	5.15
23.90	73.00	5.30
23.80	73.00	4.52
23.80	73.00	5.27
23.90	73.00	5.71
23.90	74.00	5.55
23.90	73.00	5.62
23.90	73.00	5.40
23.90	74.00	5.42
23.80	74.00	5.41
23.90	74.00	5.70
23.90	74.00	5.20
23.80	74.00	5.28
23.80	74.00	5.42
23.90	74.00	5.35
23.80	74.00	5.30
23.90	74.00	4.44
23.80	74.00	5.43
23.80	74.00	5.36
23.80	74.00	5.34
23.80	74.00	5.36
23.90	74.00	5.30
23.80	74.00	5.38
23.80	74.00	5.42
23.80	74.00	5.37
23.80	74.00	5.36
23.80	74.00	5.37
23.90	74.00	5.35
23.90	74.00	5.38
23.80	74.00	5.36
23.80	74.00	5.34
23.80	74.00	5.27
23.80	73.00	5.30
23.90	74.00	5.29
23.90	74.00	5.30
23.90	74.00	5.30
23.80	74.00	5.30
23.80	74.00	5.37
23.80	74.00	5.36
23.80	74.00	5.39
23.90	74.00	5.38
23.90	74.00	5.37
23.80	74.00	5.38
23.80	74.00	5.36
23.80	74.00	5.21
23.90	74.00	5.18
23.80	74.00	5.35
23.80	74.00	5.30
23.90	74.00	5.29
23.90	74.00	4.50
23.80	74.00	5.29
23.80	74.00	5.30
23.80	74.00	5.18
23.80	74.00	5.34
23.80	74.00	5.34
23.80	74.00	5.35
23.80	74.00	5.31
23.90	74.00	5.30
23.90	74.00	5.32
23.80	74.00	5.30
23.80	74.00	5.31
23.80	74.00	5.34
23.80	74.00	5.31
23.80	74.00	5.34
23.80	74.00	5.31
23.80	74.00	5.27
23.80	74.00	5.25
23.80	74.00	4.41
23.80	74.00	4.42
23.80	74.00	5.21
23.90	74.00	5.39
23.80	74.00	5.23
23.80	74.00	5.25
23.90	74.00	5.28
23.90	74.00	5.29
23.80	74.00	5.34
23.80	74.00	5.34
23.80	74.00	5.32
23.90	74.00	5.34
23.90	74.00	5.32
23.90	74.00	5.30
23.80	74.00	5.31
23.80	74.00	5.27
23.80	74.00	5.25
23.80	74.00	5.24
23.80	74.00	5.42
23.90	74.00	5.27
23.80	74.00	5.24
23.80	74.00	5.23
23.80	74.00	5.24
23.90	74.00	5.19
23.80	74.00	5.20
23.80	74.00	4.43
23.80	74.00	5.26
23.80	74.00	5.30
23.80	74.00	5.29
23.80	74.00	5.29
23.80	74.00	5.27
23.90	74.00	5.24
23.90	74.00	5.28
23.80	74.00	5.26
23.80	74.00	5.23
23.80	74.00	5.64
23.80	75.00	5.19
23.90	74.00	5.17
23.70	75.00	5.20
23.80	74.00	5.20
23.80	74.00	5.21
23.80	74.00	5.22
23.80	74.00	5.27
23.80	74.00	5.30
23.80	74.00	5.30
23.80	74.00	5.22
23.80	74.00	5.46
23.90	74.00	4.93
23.90	74.00	5.25
23.80	74.00	5.28
23.80	74.00	5.27
23.90	74.00	5.23
23.90	74.00	5.23
23.80	74.00	4.87
23.80	74.00	5.19
23.80	74.00	5.13
23.80	74.00	4.99
23.80	74.00	5.23
23.80	74.00	5.21
23.80	74.00	5.24
23.80	74.00	5.24
23.80	74.00	5.16
23.90	74.00	5.26
23.80	74.00	5.23
23.80	75.00	5.23
23.80	75.00	5.18
23.80	75.00	5.16
23.80	75.00	5.16
23.80	75.00	5.16
23.80	75.00	5.17
23.80	75.00	5.18
23.80	75.00	5.19
23.90	75.00	5.22
23.80	75.00	5.24
23.90	75.00	5.24
23.80	75.00	5.05
23.90	75.00	5.25
23.80	75.00	5.24
23.80	75.00	4.97
23.80	75.00	5.24
23.80	75.00	5.30
23.90	75.00	5.36
23.90	75.00	5.62
23.90	75.00	5.44
23.80	75.00	5.11
23.80	75.00	5.14
23.80	74.00	5.42
23.80	75.00	5.17
23.90	74.00	5.25
23.80	74.00	5.18
23.80	74.00	5.19
23.90	74.00	4.96
23.90	74.00	5.17
23.80	74.00	5.17
23.80	74.00	5.11
23.80	74.00	5.05
23.80	74.00	5.08
23.80	74.00	5.10
23.80	74.00	5.11
23.80	74.00	5.11
23.80	74.00	5.12
23.80	74.00	5.15
23.80	74.00	4.04
23.80	75.00	5.55
23.80	75.00	5.51
23.90	75.00	4.72
23.80	75.00	4.31
23.80	75.00	5.02
23.80	75.00	5.26
23.90	75.00	4.99
23.80	75.00	5.05
23.90	75.00	5.38
23.80	75.00	5.18
23.80	74.00	5.18
23.80	74.00	5.17
23.80	74.00	5.18
23.90	74.00	5.18
23.80	74.00	5.16
23.80	74.00	5.16
23.80	74.00	5.16
23.80	74.00	5.13
23.80	75.00	5.08
23.80	75.00	4.99
23.80	75.00	5.06
23.80	75.00	4.33
23.80	75.00	5.19
23.80	75.00	5.14
23.80	75.00	5.12
23.80	74.00	5.16
23.70	74.00	5.17
23.80	74.00	5.13
23.80	74.00	4.85
23.80	74.00	5.19
23.70	74.00	5.14
23.80	74.00	5.16
23.80	74.00	5.13
23.80	74.00	5.11
23.90	74.00	5.13
23.70	75.00	5.08
23.80	75.00	5.06
23.80	75.00	4.27
23.70	75.00	4.30
23.80	75.00	5.09
23.80	75.00	5.07
23.80	75.00	4.32
23.80	75.00	5.16
23.80	75.00	5.13
23.80	75.00	5.16
23.70	75.00	5.16
23.80	75.00	5.15
23.70	75.00	5.30
23.70	75.00	5.01
23.80	75.00	4.90
23.80	75.00	5.07
23.80	75.00	5.06
23.80	75.00	5.01
23.80	75.00	5.02
23.80	75.00	5.03
23.80	75.00	5.00
23.80	75.00	5.01
23.80	75.00	5.02
23.80	75.00	5.00
23.80	75.00	5.02
23.80	75.00	5.03
23.80	75.00	4.32
23.80	75.00	5.13
23.80	75.00	5.12
23.90	75.00	5.27
23.80	75.00	5.07
23.90	75.00	5.11
23.80	75.00	5.08
23.80	75.00	5.05
23.80	75.00	5.03
23.80	75.00	5.00
23.90	75.00	5.00
23.70	75.00	4.99
23.80	75.00	4.25
23.80	75.00	4.97
23.80	75.00	5.04
23.80	76.00	5.07
23.80	76.00	5.13
23.80	76.00	5.09
23.80	76.00	5.12
23.80	76.00	5.06
23.90	76.00	5.04
23.80	76.00	5.00
23.80	76.00	5.00
23.80	76.00	4.97
23.80	75.00	4.70
23.60	75.00	4.32
23.80	75.00	4.99
23.80	75.00	4.96
23.80	75.00	4.98
23.80	76.00	5.09
23.80	75.00	4.70
23.80	75.00	4.79
23.80	76.00	5.09
23.80	76.00	5.07
23.80	76.00	5.04
23.80	76.00	5.02
23.70	76.00	5.01
23.80	76.00	4.96
23.80	76.00	4.96
23.70	76.00	4.98
23.80	76.00	4.23
23.80	76.00	4.99
23.80	76.00	4.99
23.80	76.00	4.29
23.80	76.00	5.06
23.80	76.00	5.06
23.80	75.00	4.79
23.80	75.00	5.37
23.80	76.00	4.95
23.80	75.00	4.81
23.80	75.00	4.97
23.80	75.00	4.86
23.80	75.00	4.96
23.80	75.00	4.94
23.80	75.00	4.99
23.80	75.00	5.01
23.80	75.00	5.02
23.80	75.00	5.01
23.70	75.00	5.01
23.70	75.00	4.99
23.80	75.00	4.95
23.70	76.00	4.92
23.80	76.00	4.92
23.80	76.00	4.92
23.80	76.00	4.94
23.80	76.00	4.93
23.80	76.00	4.21
23.80	76.00	4.29
23.80	76.00	5.02
23.80	76.00	5.00
23.80	76.00	5.01
23.80	76.00	5.01
23.80	76.00	5.02
23.70	76.00	5.01
23.80	76.00	5.00
23.80	76.00	4.96
23.80	76.00	4.97
23.80	76.00	4.89
23.80	76.00	4.89
23.70	76.00	4.92
23.80	76.00	4.91
23.80	76.00	4.88
23.80	76.00	4.89
23.80	76.00	4.87
23.80	76.00	4.15
23.80	76.00	4.91
23.80	76.00	4.87
23.80	76.00	4.16
23.80	75.00	4.94
23.80	75.00	4.82
23.80	75.00	5.34
23.80	75.00	4.95
23.70	75.00	4.95
23.70	75.00	4.97
23.80	75.00	4.96
23.80	75.00	4.97
23.70	75.00	4.93
23.70	75.00	4.93
23.70	75.00	4.90
23.70	75.00	4.89
23.70	75.00	4.89
23.80	75.00	4.89
23.70	75.00	4.87
23.80	75.00	4.86
23.70	75.00	4.93
23.70	75.00	4.96
23.70	75.00	4.99
23.80	76.00	4.96
23.70	75.00	4.90
23.70	76.00	4.97
23.80	76.00	4.90
23.80	76.00	4.89
23.80	76.00	4.87
23.80	76.00	4.87
23.80	76.00	4.81
23.80	76.00	5.08
23.80	76.00	4.84
23.70	76.00	4.11
23.70	76.00	4.77
23.70	76.00	4.94
23.70	76.00	4.91
23.80	76.00	4.93
23.80	76.00	4.90
23.80	76.00	5.23
23.70	76.00	4.97
23.80	76.00	4.79
23.80	76.00	4.15
23.80	76.00	4.85
23.80	76.00	4.81
23.80	76.00	5.08
23.70	76.00	4.88
23.80	76.00	4.94
23.70	76.00	4.91
23.70	76.00	4.89
23.80	76.00	4.92
23.80	76.00	4.86
23.80	76.00	4.85
23.80	76.00	4.73
23.80	76.00	4.86
23.80	76.00	4.83
23.70	76.00	4.78
23.70	76.00	4.19
23.80	76.00	4.83
23.80	76.00	4.81
23.70	76.00	4.89
23.80	76.00	4.89
23.70	76.00	4.87
23.70	76.00	4.88
23.80	76.00	4.86
23.70	76.00	4.81
23.70	76.00	4.79
23.70	76.00	4.79
23.70	76.00	4.81
23.80	76.00	4.79
23.80	76.00	4.81
23.70	76.00	4.84
23.80	76.00	4.85
23.80	76.00	4.89
23.70	76.00	4.87
23.80	76.00	4.87
23.70	76.00	4.85
23.80	76.00	4.86
23.70	76.00	4.81
23.70	76.00	4.93
23.80	76.00	4.65
23.80	76.00	4.81
23.70	76.00	4.83
23.70	76.00	4.79
23.70	76.00	4.75
23.70	76.00	4.76
23.60	76.00	4.81
23.70	76.00	4.86
23.80	76.00	4.84
23.80	76.00	4.81
23.80	76.00	4.82
23.70	76.00	4.82
23.70	76.00	4.83
23.80	77.00	4.81
23.80	76.00	4.78
23.70	77.00	4.75
23.70	77.00	4.75
23.70	77.00	4.75
23.80	77.00	4.79
23.70	77.00	4.76
23.70	77.00	4.78
23.70	77.00	4.79
23.70	77.00	4.79
23.80	77.00	4.51
23.70	77.00	4.61
23.70	77.00	4.88
23.60	77.00	4.84
23.80	76.00	4.80
23.70	76.00	4.72
23.70	76.00	4.65
23.70	76.00	4.54
23.70	76.00	4.81
23.70	76.00	4.82
23.80	76.00	4.75
23.80	76.00	4.75
23.70	76.00	4.72
23.70	76.00	4.70
23.70	76.00	4.02
23.70	76.00	4.73
23.70	76.00	4.75
23.70	76.00	4.78
23.70	76.00	4.78
