Temperatur (C)	Luftfugtighed (%)	Afstand (mm)	
23.60	69.00	6.92
23.60	69.00	6.95
23.60	69.00	7.04
23.60	68.00	6.79
23.70	69.00	6.92
23.60	69.00	6.83
23.60	69.00	6.95
23.60	69.00	7.04
23.60	70.00	7.02
23.70	70.00	6.86
23.70	70.00	6.88
23.70	70.00	7.27
23.70	71.00	6.76
23.70	71.00	6.99
23.70	71.00	6.97
23.60	71.00	6.90
23.80	71.00	6.66
23.70	72.00	6.92
23.70	72.00	6.99
23.70	72.00	6.93
23.80	72.00	6.61
23.70	72.00	6.88
23.70	73.00	6.92
23.70	73.00	6.95
23.80	73.00	6.92
23.80	73.00	6.84
23.80	73.00	6.90
23.70	73.00	6.97
23.80	74.00	6.97
23.70	74.00	6.90
23.70	74.00	6.84
23.80	74.00	5.96
23.80	74.00	6.97
23.80	74.00	6.95
23.80	74.00	6.88
23.80	74.00	6.88
23.70	74.00	6.92
23.70	74.00	6.97
23.80	74.00	6.95
23.80	74.00	6.86
23.80	75.00	6.86
23.80	75.00	6.86
23.70	75.00	6.92
23.70	75.00	6.95
23.70	75.00	6.79
23.80	75.00	7.44
23.80	75.00	6.90
23.80	75.00	5.97
23.80	75.00	6.99
23.80	75.00	6.93
23.80	75.00	6.83
23.80	75.00	6.86
23.80	75.00	6.99
23.80	75.00	6.88
23.80	75.00	6.86
23.80	75.00	5.93
23.80	75.00	6.92
23.80	75.00	6.97
23.70	75.00	6.90
23.80	75.00	6.86
23.80	75.00	6.97
23.80	75.00	6.95
23.80	75.00	6.88
23.80	75.00	5.97
23.80	75.00	6.83
23.80	75.00	6.90
23.80	75.00	6.88
23.80	75.00	6.83
23.80	75.00	6.76
23.80	75.00	6.86
23.80	75.00	6.88
23.80	75.00	6.92
23.70	75.00	6.93
23.70	75.00	6.81
23.70	75.00	7.23
23.80	75.00	6.86
23.80	75.00	6.86
23.70	75.00	6.83
23.70	75.00	6.81
23.80	75.00	6.88
23.70	75.00	6.93
23.80	76.00	6.88
23.80	76.00	6.77
23.80	75.00	6.83
23.80	76.00	6.81
23.70	76.00	6.90
23.80	76.00	6.86
23.70	76.00	6.81
23.70	76.00	6.81
23.70	76.00	6.86
23.70	76.00	6.90
23.70	76.00	6.86
23.80	76.00	6.86
23.70	75.00	6.81
23.70	75.00	6.83
23.70	75.00	6.90
23.70	76.00	6.90
23.70	75.00	7.31
23.70	75.00	6.81
23.80	75.00	6.79
23.70	75.00	6.84
23.70	76.00	6.92
23.70	76.00	6.86
23.70	75.00	6.81
23.70	76.00	6.79
23.70	75.00	6.83
23.60	76.00	6.92
23.70	75.00	6.62
23.70	76.00	7.31
23.70	76.00	6.79
23.70	76.00	6.79
23.70	76.00	6.88
23.70	76.00	6.92
23.70	76.00	6.92
23.70	76.00	6.86
23.70	76.00	6.83
23.70	76.00	6.81
23.70	76.00	6.90
23.70	76.00	6.88
23.70	76.00	6.86
23.70	76.00	6.79
23.70	76.00	6.79
23.70	76.00	6.88
23.70	76.00	6.88
23.70	76.00	6.88
23.70	76.00	6.79
23.70	76.00	5.96
23.70	76.00	6.81
23.70	76.00	6.83
23.70	76.00	6.90
23.60	76.00	6.90
23.70	76.00	6.81
23.70	76.00	6.81
23.70	76.00	6.79
23.60	76.00	7.33
23.70	76.00	6.92
23.70	76.00	6.88
23.70	76.00	6.81
23.70	76.00	6.81
23.70	77.00	6.00
23.70	76.00	6.88
23.70	77.00	6.84
23.70	77.00	6.81
23.70	77.00	6.79
23.60	76.00	6.90
23.70	77.00	6.92
23.70	76.00	6.86
23.70	76.00	6.79
23.70	76.00	6.79
23.70	76.00	6.88
23.70	77.00	6.92
23.70	77.00	6.54
23.70	76.00	6.79
23.70	77.00	6.83
23.60	77.00	6.00
23.70	77.00	6.93
23.60	77.00	6.92
23.70	77.00	6.84
23.70	77.00	7.08
23.70	77.00	5.83
23.60	77.00	7.23
23.70	77.00	6.90
23.70	77.00	6.84
23.70	77.00	5.89
23.70	77.00	6.84
23.70	77.00	6.86
23.60	77.00	6.90
23.70	77.00	6.88
23.70	77.00	6.79
23.70	77.00	6.77
23.70	77.00	6.92
23.60	77.00	6.88
23.70	77.00	6.77
23.70	77.00	6.81
23.70	77.00	6.84
23.70	77.00	7.01
23.70	77.00	6.88
23.70	77.00	6.84
23.70	77.00	6.81
23.70	77.00	6.86
23.60	77.00	6.92
23.60	77.00	6.86
23.70	77.00	6.69
23.70	77.00	6.81
23.70	77.00	6.83
23.60	77.00	6.92
23.60	77.00	6.90
23.70	77.00	6.84
23.70	77.00	6.81
23.70	77.00	6.83
23.70	77.00	6.88
23.70	77.00	7.01
23.70	77.00	7.06
23.70	77.00	6.81
23.60	77.00	6.86
23.60	77.00	6.93
23.70	77.00	6.86
23.60	77.00	5.86
23.60	77.00	6.77
23.60	77.00	6.92
23.70	77.00	6.86
23.70	77.00	6.79
23.60	77.00	6.83
23.60	77.00	6.81
23.60	77.00	6.84
23.60	77.00	6.88
23.60	77.00	6.81
23.60	77.00	6.77
23.60	77.00	6.49
23.70	77.00	6.90
23.60	77.00	6.83
23.60	77.00	5.89
23.60	77.00	6.74
23.60	77.00	6.71
23.70	78.00	6.88
23.70	78.00	6.84
23.60	78.00	6.88
23.60	77.00	6.79
23.70	78.00	5.90
23.70	78.00	6.84
23.70	78.00	6.92
23.60	78.00	6.76
23.70	78.00	6.74
23.60	78.00	6.79
23.60	78.00	6.84
23.60	78.00	6.83
23.60	78.00	6.74
23.60	78.00	5.89
23.70	78.00	6.76
23.50	78.00	6.84
23.70	78.00	6.81
23.60	78.00	6.76
23.60	78.00	6.72
23.70	78.00	5.90
23.60	78.00	6.83
23.60	78.00	6.79
23.60	78.00	6.72
23.70	78.00	5.84
23.70	78.00	6.86
23.60	78.00	6.83
23.60	78.00	6.79
23.60	78.00	6.77
23.60	79.00	6.74
23.60	78.00	6.76
23.60	79.00	6.83
23.60	78.00	6.79
23.70	79.00	6.71
23.70	79.00	6.76
23.70	79.00	6.79
23.60	79.00	6.84
23.70	79.00	6.81
23.70	79.00	6.72
23.60	79.00	5.85
23.60	79.00	6.83
23.60	79.00	6.81
23.70	79.00	6.72
23.70	79.00	6.59
23.70	79.00	6.76
23.70	79.00	6.77
23.60	79.00	6.83
23.60	79.00	6.81
23.70	79.00	6.74
23.60	79.00	6.72
23.60	79.00	6.81
23.60	79.00	6.66
23.70	79.00	6.66
23.60	79.00	6.74
23.60	79.00	5.83
23.60	79.00	6.79
23.60	79.00	6.81
23.60	79.00	6.84
23.60	79.00	6.81
23.70	79.00	6.74
23.60	79.00	5.84
23.60	79.00	6.83
23.60	79.00	7.25
23.60	79.00	6.79
23.60	79.00	6.77
23.60	79.00	6.79
23.60	79.00	6.83
23.60	79.00	6.81
23.60	79.00	6.83
23.60	79.00	6.76
23.60	79.00	6.84
23.60	79.00	6.83
23.60	79.00	6.72
23.60	79.00	6.74
23.60	79.00	6.79
23.60	79.00	6.81
23.60	79.00	6.77
23.60	79.00	6.74
23.60	79.00	6.74
23.70	79.00	6.84
23.60	79.00	6.81
23.60	79.00	6.76
23.50	79.00	6.71
23.70	79.00	6.77
23.60	79.00	6.77
23.60	79.00	6.83
23.60	79.00	7.25
23.60	79.00	6.76
23.60	79.00	6.71
23.60	79.00	5.85
23.70	79.00	6.84
23.60	79.00	6.84
23.60	79.00	6.77
23.60	79.00	5.84
23.60	79.00	6.74
23.60	79.00	6.81
23.60	79.00	6.83
23.60	79.00	6.74
23.70	79.00	6.76
23.50	79.00	6.74
23.60	79.00	6.84
23.60	79.00	6.81
23.60	79.00	6.77
23.60	79.00	6.74
23.60	79.00	6.72
23.60	79.00	6.84
23.60	79.00	6.81
23.60	79.00	6.79
23.70	79.00	6.74
23.60	79.00	6.77
23.60	79.00	6.81
23.60	79.00	6.83
23.60	79.00	6.77
23.60	79.00	6.76
23.60	79.00	6.76
23.60	79.00	5.86
23.60	79.00	6.81
23.60	79.00	6.81
23.60	79.00	6.77
23.60	79.00	5.85
23.60	79.00	6.77
23.60	79.00	6.83
23.60	79.00	6.77
23.50	79.00	6.67
23.60	79.00	6.76
23.60	79.00	6.76
23.60	79.00	6.84
23.60	79.00	6.49
23.60	79.00	6.72
23.60	79.00	6.84
23.60	79.00	6.76
23.60	79.00	6.72
23.60	79.00	6.64
23.60	79.00	5.83
23.60	79.00	6.76
23.50	79.00	6.76
23.60	79.00	6.72
23.50	79.00	6.64
23.60	79.00	6.72
23.60	79.00	6.76
23.60	79.00	6.77
23.50	79.00	6.74
23.60	78.00	6.62
23.60	79.00	5.79
23.60	79.00	6.72
23.60	79.00	6.76
23.60	78.00	6.74
23.60	78.00	6.64
23.60	79.00	6.71
23.60	79.00	6.77
23.60	79.00	6.77
23.50	79.00	6.72
23.60	79.00	6.69
23.50	78.00	6.71
23.60	79.00	6.77
23.60	79.00	6.77
23.60	79.00	6.74
23.60	79.00	6.69
23.60	79.00	6.67
23.60	79.00	6.74
23.60	79.00	6.77
23.60	79.00	6.76
23.60	79.00	6.67
23.60	79.00	6.67
23.60	79.00	6.74
23.60	78.00	6.76
23.60	79.00	6.76
23.60	78.00	6.64
23.60	79.00	6.66
23.60	79.00	5.83
23.60	79.00	6.72
23.60	79.00	6.77
23.60	79.00	6.72
23.60	79.00	6.67
23.60	79.00	6.67
23.60	79.00	6.38
23.60	79.00	6.79
23.60	79.00	6.74
23.60	79.00	6.71
23.60	79.00	6.67
23.60	79.00	6.67
23.60	79.00	6.79
23.60	79.00	6.79
23.60	79.00	6.76
23.70	79.00	6.67
23.60	79.00	6.66
23.60	79.00	6.72
23.60	80.00	6.76
23.60	79.00	6.77
23.50	80.00	6.69
23.60	79.00	6.69
23.60	79.00	6.71
23.60	79.00	6.76
23.60	79.00	6.77
23.60	80.00	7.02
23.60	79.00	7.06
23.60	79.00	6.64
23.70	79.00	6.69
23.60	79.00	5.89
23.60	79.00	6.77
23.60	79.00	6.56
23.60	79.00	7.22
23.60	79.00	6.64
23.60	79.00	6.59
23.60	79.00	7.18
23.50	79.00	6.77
23.60	79.00	6.72
23.60	79.00	5.74
23.50	79.00	5.80
23.60	79.00	6.76
23.60	79.00	6.77
23.60	79.00	6.72
23.50	79.00	6.67
23.60	79.00	6.66
23.60	79.00	6.76
23.60	79.00	6.76
23.60	79.00	6.72
23.60	79.00	6.67
23.60	79.00	6.64
23.60	79.00	5.84
23.50	79.00	6.79
23.70	79.00	6.76
23.60	79.00	6.66
23.60	78.00	6.62
23.50	78.00	6.71
23.60	78.00	6.69
23.60	78.00	6.72
23.60	78.00	6.67
23.60	78.00	7.14
23.60	78.00	6.61
23.60	78.00	6.64
23.60	78.00	6.76
23.60	78.00	6.72
23.60	78.00	6.66
23.60	78.00	6.62
23.60	78.00	6.69
23.60	78.00	6.22
23.60	78.00	6.72
23.60	78.00	6.67
23.60	78.00	6.64
23.60	78.00	6.59
23.60	78.00	6.62
23.60	78.00	6.71
23.60	78.00	6.69
23.60	78.00	6.67
23.60	78.00	6.62
23.60	78.00	5.73
23.60	78.00	6.62
23.60	78.00	6.71
23.60	78.00	6.69
23.60	78.00	6.66
23.60	78.00	6.59
23.60	78.00	6.62
23.60	78.00	6.64
23.60	78.00	6.71
23.50	78.00	6.71
23.60	78.00	6.71
23.60	78.00	6.66
23.60	78.00	6.61
23.60	78.00	6.62
23.60	77.00	6.69
23.50	77.00	6.71
23.60	77.00	6.66
23.60	77.00	6.59
23.50	77.00	6.61
23.60	77.00	6.66
23.50	77.00	6.71
23.60	77.00	6.69
23.60	77.00	6.64
23.60	77.00	6.57
23.60	77.00	6.62
23.60	77.00	6.66
23.50	77.00	6.69
23.60	77.00	6.66
23.60	77.00	6.62
23.60	77.00	6.61
23.60	77.00	6.64
23.60	77.00	6.93
23.60	77.00	6.67
23.60	77.00	6.62
23.60	77.00	6.57
23.50	77.00	6.59
23.60	77.00	6.66
23.60	78.00	6.71
23.60	78.00	6.72
23.60	78.00	6.67
23.50	78.00	6.66
23.60	77.00	6.61
23.60	78.00	6.64
23.60	78.00	5.80
23.60	78.00	6.71
23.60	78.00	6.69
23.50	78.00	6.61
23.60	77.00	6.61
23.60	77.00	5.73
23.60	77.00	6.59
23.50	77.00	6.71
23.60	77.00	6.62
23.60	77.00	6.61
23.60	77.00	6.64
23.60	77.00	6.71
23.60	77.00	6.69
23.60	77.00	6.66
23.60	77.00	6.61
23.50	77.00	6.64
23.50	77.00	6.71
23.50	77.00	6.48
23.60	77.00	6.67
23.60	77.00	6.57
23.60	77.00	6.61
23.60	77.00	6.64
23.50	77.00	6.69
23.60	76.00	6.72
23.60	76.00	6.69
23.60	76.00	6.66
23.60	76.00	6.59
23.60	77.00	6.64
23.60	77.00	6.64
23.50	77.00	6.64
23.60	77.00	6.62
23.50	77.00	6.59
23.60	77.00	6.67
23.60	77.00	6.66
23.60	77.00	6.67
23.60	77.00	6.61
23.60	77.00	6.56
23.60	77.00	5.81
23.50	77.00	6.69
23.50	77.00	6.66
23.60	77.00	6.56
23.60	77.00	6.57
23.60	77.00	6.62
23.50	77.00	6.61
23.60	77.00	6.61
23.50	77.00	6.53
23.60	77.00	6.53
23.60	77.00	6.59
23.60	77.00	6.64
23.60	77.00	6.62
23.60	77.00	6.56
23.60	77.00	6.53
23.60	77.00	6.51
23.60	77.00	6.66
23.50	77.00	6.64
23.60	77.00	6.59
23.60	77.00	6.54
23.50	77.00	6.56
23.60	77.00	6.59
23.50	77.00	6.66
23.50	77.00	6.64
23.60	76.00	6.56
23.50	77.00	6.40
23.60	77.00	6.59
23.60	76.00	6.62
23.60	76.00	6.66
23.60	76.00	6.57
23.60	76.00	6.97
23.60	76.00	6.57
23.60	76.00	6.62
23.60	76.00	6.64
23.60	76.00	6.62
23.60	76.00	5.70
23.60	75.00	6.54
23.50	75.00	6.62
23.50	75.00	6.64
23.50	75.00	6.64
23.50	75.00	6.56
23.60	75.00	6.54
23.60	75.00	6.57
23.60	75.00	6.59
23.50	75.00	6.62
23.50	75.00	6.64
23.50	75.00	6.59
23.50	75.00	6.56
23.60	75.00	6.56
23.60	75.00	6.66
23.60	75.00	6.62
23.60	75.00	6.61
23.60	75.00	6.57
23.60	75.00	6.57
23.60	75.00	6.64
23.50	75.00	6.64
23.50	75.00	6.54
23.60	75.00	5.71
23.60	75.00	6.61
23.60	75.00	6.62
23.50	75.00	6.61
23.50	75.00	6.56
23.60	75.00	6.57
23.60	75.00	6.62
23.60	75.00	6.62
23.60	75.00	6.57
23.60	75.00	6.97
23.60	75.00	6.72
23.60	75.00	6.72
23.60	75.00	6.62
23.60	75.00	6.61
23.60	75.00	6.59
23.60	75.00	6.56
23.60	75.00	6.51
23.60	75.00	6.64
23.60	75.00	6.57
23.60	75.00	6.59
23.60	75.00	6.48
23.70	75.00	6.54
23.50	75.00	6.56
23.60	75.00	6.67
23.60	75.00	6.53
23.70	75.00	6.49
23.60	75.00	6.51
23.60	75.00	6.51
23.60	75.00	6.59
23.60	75.00	6.57
23.60	75.00	6.48
23.60	75.00	6.56
23.60	75.00	6.42
23.60	75.00	6.84
23.60	75.00	6.56
23.60	75.00	6.49
23.60	75.00	5.63
23.60	75.00	6.54
23.60	75.00	6.57
23.60	75.00	6.54
23.60	75.00	6.49
23.60	75.00	5.63
23.50	75.00	5.68
23.60	75.00	6.74
23.70	75.00	6.59
23.60	75.00	6.24
23.60	75.00	6.46
23.70	75.00	6.48
23.60	75.00	6.54
23.60	75.00	6.59
23.70	75.00	6.46
23.60	75.00	6.54
23.60	75.00	6.74
23.60	75.00	6.57
23.60	75.00	6.32
23.70	75.00	6.54
23.60	75.00	6.53
23.60	75.00	6.51
23.70	75.00	6.51
23.70	75.00	6.59
23.60	75.00	6.61
23.60	75.00	6.54
23.60	75.00	6.46
23.60	75.00	6.49
23.60	75.00	6.57
23.70	75.00	6.59
23.60	75.00	6.53
23.60	75.00	6.49
23.70	75.00	6.48
23.60	75.00	6.59
23.60	75.00	6.56
23.60	75.00	6.53
23.60	75.00	6.57
23.70	75.00	6.59
23.60	75.00	6.59
23.60	75.00	6.57
23.60	75.00	6.54
23.60	75.00	6.49
23.60	75.00	6.48
23.60	75.00	6.51
23.70	75.00	5.64
23.60	75.00	5.68
23.60	75.00	6.57
23.60	75.00	6.57
23.60	75.00	6.59
23.60	75.00	6.45
23.70	75.00	6.76
23.70	75.00	6.56
23.70	75.00	6.54
23.70	75.00	6.51
23.60	75.00	6.46
23.60	75.00	5.61
23.60	75.00	6.51
23.60	75.00	6.49
23.70	75.00	6.49
23.70	75.00	6.49
23.70	75.00	6.56
23.60	75.00	6.59
23.70	75.00	6.53
23.70	75.00	6.64
23.70	75.00	6.43
23.70	75.00	6.51
23.70	75.00	6.51
23.70	75.00	6.49
23.60	75.00	6.56
23.60	75.00	6.53
23.60	75.00	6.45
23.60	75.00	6.46
23.60	75.00	6.45
23.70	75.00	6.46
23.60	75.00	6.45
23.60	75.00	6.49
23.60	75.00	6.51
23.60	75.00	6.51
23.60	75.00	6.29
23.70	75.00	6.48
23.60	75.00	6.51
23.60	75.00	6.48
23.70	75.00	6.62
23.60	75.00	6.37
23.60	75.00	6.43
23.60	74.00	5.55
23.60	74.00	5.65
23.60	74.00	6.43
23.60	74.00	5.59
23.60	74.00	5.69
23.60	74.00	6.53
23.60	74.00	6.54
23.60	74.00	6.51
23.70	74.00	6.54
23.60	74.00	6.54
23.70	74.00	6.71
23.70	74.00	6.67
23.70	74.00	6.53
23.70	74.00	6.48
23.60	74.00	6.45
23.70	74.00	6.45
23.70	74.00	6.43
23.60	74.00	6.43
23.60	74.00	6.43
23.60	74.00	6.46
23.70	74.00	6.49
23.60	74.00	6.53
23.60	74.00	6.21
23.70	74.00	6.22
23.60	74.00	6.38
23.70	74.00	6.49
23.70	74.00	6.51
23.70	74.00	6.48
23.60	74.00	6.46
23.70	74.00	6.42
23.60	74.00	6.46
23.60	74.00	6.43
23.60	74.00	6.49
23.60	74.00	6.54
23.60	74.00	6.54
23.60	74.00	6.53
23.60	74.00	6.49
23.70	74.00	6.53
23.60	74.00	6.54
23.70	74.00	6.49
23.70	74.00	6.49
23.60	74.00	6.48
23.60	74.00	6.37
23.60	74.00	6.43
23.50	74.00	5.62
23.60	74.00	6.43
23.60	74.00	6.48
23.60	74.00	6.54
23.70	74.00	6.53
23.70	74.00	6.26
23.70	74.00	6.43
23.60	74.00	6.48
23.60	74.00	6.46
23.60	74.00	6.46
23.70	74.00	6.43
23.70	74.00	6.56
23.70	74.00	6.48
23.60	74.00	6.43
23.60	74.00	6.45
23.70	74.00	6.46
23.70	74.00	6.48
23.60	74.00	6.49
23.60	74.00	6.45
23.70	74.00	6.45
23.70	74.00	6.45
23.70	74.00	6.40
23.70	74.00	6.40
23.70	74.00	5.50
23.60	74.00	5.58
23.60	74.00	6.34
23.60	74.00	6.38
23.70	74.00	6.38
23.70	74.00	5.55
23.70	74.00	6.38
23.70	74.00	6.38
23.60	74.00	6.43
23.70	74.00	6.48
23.70	74.00	6.45
23.70	74.00	6.46
23.70	74.00	6.48
23.70	74.00	6.46
23.70	74.00	6.45
23.70	74.00	6.45
23.70	74.00	6.42
23.70	74.00	6.42
23.70	74.00	6.40
23.70	74.00	6.38
23.70	74.00	5.50
23.70	74.00	5.52
23.70	74.00	6.38
23.60	74.00	6.38
23.70	74.00	6.38
23.60	74.00	6.38
23.70	74.00	6.38
23.70	74.00	6.38
23.70	74.00	6.40
23.70	74.00	6.42
23.60	74.00	6.42
23.60	74.00	6.48
23.60	74.00	6.46
23.60	74.00	6.46
23.70	74.00	6.46
23.70	74.00	6.48
23.70	74.00	6.46
23.70	74.00	6.46
23.60	74.00	6.59
23.70	74.00	6.45
23.70	74.00	6.43
23.60	74.00	6.40
23.70	74.00	6.38
23.70	74.00	6.37
23.70	74.00	5.50
23.60	74.00	6.37
23.70	74.00	6.37
23.70	74.00	6.38
23.60	74.00	6.38
23.60	74.00	5.49
23.70	74.00	6.38
23.60	74.00	6.42
23.60	74.00	6.40
23.60	74.00	6.42
23.70	74.00	6.31
23.70	74.00	6.40
23.60	74.00	6.40
23.60	74.00	5.57
23.70	74.00	6.43
23.70	74.00	5.55
23.70	74.00	6.46
23.70	74.00	6.42
23.70	74.00	6.43
23.70	74.00	6.40
23.70	74.00	6.25
23.70	74.00	6.56
23.70	74.00	6.42
23.70	74.00	6.38
23.70	74.00	6.37
23.70	74.00	6.35
23.70	74.00	6.34
23.70	74.00	6.34
23.70	74.00	6.32
23.60	74.00	6.35
23.70	74.00	6.34
23.70	74.00	6.35
23.70	74.00	6.37
23.60	74.00	6.40
23.70	74.00	6.43
23.70	74.00	6.25
23.70	74.00	6.51
23.80	74.00	6.45
23.70	74.00	6.62
23.70	74.00	6.40
23.60	74.00	6.42
23.70	74.00	6.42
23.70	74.00	6.42
23.70	74.00	6.31
23.70	74.00	6.38
23.60	74.00	6.37
23.70	74.00	6.32
23.70	74.00	6.32
23.70	74.00	6.26
23.70	74.00	6.29
23.60	74.00	6.32
23.60	74.00	6.34
23.60	74.00	6.32
23.70	74.00	6.54
23.70	74.00	6.61
23.70	74.00	6.37
23.60	74.00	6.38
23.70	74.00	6.42
23.70	74.00	6.40
23.60	74.00	6.42
23.70	74.00	6.40
23.70	74.00	6.40
23.70	74.00	6.40
23.70	74.00	6.40
23.70	74.00	6.35
23.70	74.00	6.29
23.70	74.00	6.29
23.70	74.00	6.34
23.70	74.00	6.31
23.70	74.00	6.32
23.70	74.00	6.31
23.60	74.00	6.34
23.70	74.00	6.31
23.70	74.00	5.49
23.70	74.00	6.34
23.70	74.00	6.42
23.70	74.00	6.43
23.70	74.00	6.42
23.70	74.00	6.40
23.70	74.00	6.40
23.70	74.00	6.43
23.60	74.00	6.38
23.70	74.00	6.37
23.70	74.00	6.34
23.60	74.00	6.29
23.60	74.00	6.34
23.60	74.00	6.32
23.70	74.00	5.43
23.70	74.00	6.29
23.70	74.00	6.31
23.70	74.00	6.38
23.60	74.00	6.35
23.70	74.00	6.35
23.70	74.00	6.37
23.60	74.00	6.32
23.70	74.00	6.35
23.70	74.00	6.42
23.70	74.00	6.34
23.70	74.00	6.34
23.70	74.00	6.34
23.70	74.00	6.31
23.70	74.00	6.32
23.70	75.00	6.34
23.60	75.00	6.26
23.70	75.00	6.26
23.60	75.00	6.25
23.70	75.00	6.26
23.70	75.00	6.28
23.60	75.00	6.28
23.70	75.00	6.06
23.70	75.00	5.98
23.70	75.00	5.16
23.70	75.00	6.67
23.70	75.00	6.53
23.70	76.00	6.35
23.70	76.00	6.37
23.70	76.00	6.35
23.70	76.00	6.35
23.70	76.00	6.62
23.80	76.00	6.38
23.70	76.00	6.34
23.70	77.00	6.34
23.70	77.00	6.29
23.70	77.00	6.28
23.70	77.00	6.31
23.60	77.00	6.32
23.70	77.00	6.31
23.70	77.00	6.15
23.70	77.00	5.22
23.70	77.00	6.25
23.70	77.00	6.28
23.70	77.00	5.44
23.70	77.00	6.28
23.70	77.00	6.28
23.70	77.00	6.57
23.70	77.00	6.49
23.70	77.00	6.34
23.70	77.00	6.35
23.70	77.00	6.38
23.70	77.00	6.37
23.70	77.00	6.38
23.60	77.00	6.34
23.70	77.00	6.32
23.70	77.00	6.32
23.70	77.00	6.31
23.60	77.00	6.28
23.70	77.00	6.28
23.60	77.00	6.28
23.70	77.00	6.25
23.70	77.00	6.21
23.70	77.00	6.28
23.70	77.00	6.25
23.70	77.00	6.28
23.70	77.00	6.25
23.70	77.00	6.29
23.70	77.00	6.29
23.70	77.00	6.34
23.70	77.00	6.25
23.70	77.00	6.51
23.70	77.00	6.31
23.70	77.00	6.29
23.70	77.00	6.29
23.70	77.00	6.26
23.70	77.00	6.22
23.70	77.00	6.21
23.80	77.00	6.22
23.70	77.00	6.21
23.70	77.00	6.19
23.70	77.00	6.22
23.60	77.00	6.25
23.70	77.00	6.54
23.70	77.00	6.61
23.70	77.00	6.37
23.70	77.00	5.64
23.70	77.00	6.48
23.70	77.00	6.24
23.70	77.00	6.01
23.70	77.00	6.29
23.70	77.00	6.29
23.70	77.00	6.31
23.70	77.00	6.31
23.70	77.00	6.32
23.70	77.00	6.29
23.70	77.00	6.31
23.70	77.00	6.28
23.70	77.00	6.25
23.70	77.00	6.22
23.70	77.00	5.41
23.70	77.00	5.35
23.70	77.00	6.19
23.70	77.00	6.21
23.70	77.00	6.24
23.70	77.00	6.24
23.60	77.00	6.05
23.70	77.00	5.96
23.70	77.00	6.28
23.70	77.00	6.31
23.70	77.00	6.32
23.60	77.00	6.31
23.60	77.00	6.28
23.70	77.00	6.29
23.60	77.00	6.26
23.60	77.00	6.26
23.70	77.00	6.25
23.70	77.00	6.24
23.60	76.00	6.22
23.70	76.00	6.11
23.60	76.00	6.21
23.70	76.00	6.12
23.70	76.00	6.15
23.70	76.00	6.19
23.60	76.00	6.25
23.60	76.00	5.36
23.70	76.00	6.22
23.60	76.00	6.25
23.70	76.00	6.21
23.70	76.00	6.24
23.60	75.00	6.25
23.60	75.00	6.24
23.60	76.00	6.25
23.70	75.00	6.22
23.60	75.00	6.24
23.60	76.00	6.21
23.70	76.00	6.22
23.60	76.00	6.21
23.70	76.00	6.18
23.70	76.00	6.18
23.70	75.00	6.16
23.60	76.00	6.16
23.70	76.00	5.29
23.60	75.00	5.30
23.70	75.00	5.35
23.70	75.00	5.32
23.70	75.00	6.16
23.60	75.00	6.24
23.60	75.00	6.25
23.70	75.00	6.24
23.60	75.00	6.26
23.60	75.00	6.42
23.70	75.00	6.51
23.70	75.00	6.29
23.70	75.00	6.21
23.60	75.00	6.19
23.70	75.00	6.19
23.60	75.00	6.16
23.60	75.00	6.16
23.60	75.00	5.32
23.60	75.00	6.13
23.70	75.00	6.19
23.60	75.00	6.24
23.60	75.00	6.25
23.70	75.00	6.22
23.70	75.00	6.24
23.60	75.00	6.24
23.70	75.00	6.08
23.60	75.00	6.13
23.70	75.00	6.18
23.70	75.00	6.18
23.60	75.00	6.15
23.70	75.00	6.15
23.70	75.00	6.12
23.70	75.00	6.18
23.60	75.00	6.16
23.70	75.00	5.29
23.60	76.00	6.12
23.70	76.00	6.15
23.70	76.00	6.13
23.60	76.00	6.18
23.70	76.00	6.18
23.70	76.00	6.16
23.60	75.00	6.15
23.70	75.00	6.21
23.60	75.00	6.21
23.70	75.00	6.25
23.70	75.00	6.21
23.70	75.00	6.19
23.70	75.00	6.32
23.70	75.00	6.21
23.60	75.00	6.16
23.70	75.00	6.16
23.60	75.00	6.12
23.70	75.00	5.24
23.60	75.00	6.13
23.60	75.00	6.11
23.60	74.00	6.13
23.60	74.00	5.26
23.60	74.00	6.13
23.70	74.00	6.19
23.60	74.00	6.18
23.60	75.00	6.06
23.70	75.00	6.40
23.60	75.00	6.43
23.70	75.00	5.94
23.70	75.00	6.13
23.70	75.00	6.46
23.70	75.00	6.22
23.60	75.00	6.18
23.70	75.00	6.01
23.70	75.00	6.15
23.70	76.00	6.13
23.60	76.00	6.12
23.70	76.00	5.26
23.70	76.00	6.11
23.70	77.00	6.11
23.70	77.00	6.11
23.70	77.00	6.08
23.70	77.00	6.13
23.60	77.00	6.12
23.70	78.00	6.11
23.70	78.00	6.11
23.70	78.00	6.16
23.70	78.00	6.15
23.70	78.00	6.22
23.60	78.00	6.19
23.70	79.00	6.21
23.70	79.00	6.19
23.70	79.00	6.18
23.70	79.00	6.21
23.60	79.00	6.19
23.70	79.00	6.16
23.70	79.00	6.16
23.70	79.00	6.12
23.70	79.00	6.09
23.70	80.00	5.86
23.70	80.00	5.97
23.70	80.00	6.13
23.60	80.00	6.15
23.60	80.00	6.12
23.70	80.00	5.88
23.70	80.00	6.18
23.60	80.00	6.21
23.70	80.00	6.15
23.70	80.00	6.15
23.70	80.00	6.18
23.70	80.00	6.11
23.70	80.00	6.08
